"Median_House_Value","Median_Income","Median_Age","Tot_Rooms","Tot_Bedrooms","Population","Households","Latitude","Longitude","Distance_to_coast","Distance_to_LA","Distance_to_SanDiego","Distance_to_SanJose","Distance_to_SanFrancisco"
118100,1.6009,44,2340,825,2813,751,37.78,-122.23,5377.37195161567,548226.482707203,727043.060126567,57666.7580514731,17704.4002202584
122500,2.0375,48,1696,396,1481,343,37.79,-122.23,5799.52176777353,549052.277636469,727885.728451502,58621.635265738,17780.059477454
106300,2.293,49,1175,217,859,219,37.79,-122.23,5799.52176777353,549052.277636469,727885.728451502,58621.635265738,17780.059477454
132500,2.1494,37,2343,574,1608,523,37.79,-122.22,6448.61855862843,548464.6786703,727313.068324831,58180.016163577,18654.667254873
122700,1.6198,30,610,145,425,140,37.79,-122.23,5799.52176777353,549052.277636469,727885.728451502,58621.635265738,17780.059477454
113300,1.3281,40,930,199,564,184,37.79,-122.23,5799.52176777353,549052.277636469,727885.728451502,58621.635265738,17780.059477454
109500,3.5156,44,1487,314,961,272,37.79,-122.22,6448.61855862843,548464.6786703,727313.068324831,58180.016163577,18654.667254873
164700,3.9048,52,3424,690,2273,685,37.79,-122.22,6448.61855862843,548464.6786703,727313.068324831,58180.016163577,18654.667254873
125000,3.0893,52,762,190,600,195,37.79,-122.21,6534.58334406559,547877.926950347,726741.088169007,57748.4738769938,19529.6537059866
124700,2.6042,46,2366,575,1647,527,37.79,-122.22,6448.61855862843,548464.6786703,727313.068324831,58180.016163577,18654.667254873
136700,2.5,49,1826,450,1201,424,37.79,-122.22,6448.61855862843,548464.6786703,727313.068324831,58180.016163577,18654.667254873
141700,2.7969,38,3049,711,2167,659,37.79,-122.22,6448.61855862843,548464.6786703,727313.068324831,58180.016163577,18654.667254873
150000,2.8321,29,1640,376,939,340,37.79,-122.2,6735.16337844539,547292.025207788,726169.789596645,57327.2359771437,20404.9701077161
138800,2.9583,47,1543,307,859,292,37.79,-122.21,6534.58334406559,547877.926950347,726741.088169007,57748.4738769938,19529.6537059866
139200,2.8365,34,2364,557,1517,516,37.79,-122.21,6534.58334406559,547877.926950347,726741.088169007,57748.4738769938,19529.6537059866
143800,2.875,35,1745,409,1143,386,37.79,-122.21,6534.58334406559,547877.926950347,726741.088169007,57748.4738769938,19529.6537059866
156500,3.0682,39,2003,500,1109,464,37.8,-122.21,7632.42688548035,548706.651809434,727585.951536702,58723.197476336,19661.0305937595
151000,3.0757,39,2018,447,1221,446,37.8,-122.21,7632.42688548035,548706.651809434,727585.951536702,58723.197476336,19661.0305937595
273000,4.9559,43,3045,499,1115,455,37.8,-122.2,7805.94883659466,548121.71295152,727015.39125206,58309.0576994975,20530.6313789546
217100,4.7721,52,1547,293,706,268,37.8,-122.2,7805.94883659466,548121.71295152,727015.39125206,58309.0576994975,20530.6313789546
187100,3.4861,52,3519,711,1883,706,37.8,-122.21,7632.42688548035,548706.651809434,727585.951536702,58723.197476336,19661.0305937595
239600,5.1184,41,2070,354,804,340,37.8,-122.2,7805.94883659466,548121.71295152,727015.39125206,58309.0576994975,20530.6313789546
229700,4.0977,48,1321,263,506,252,37.8,-122.21,7632.42688548035,548706.651809434,727585.951536702,58723.197476336,19661.0305937595
257300,4.744,48,1694,259,610,238,37.8,-122.19,8070.90220385803,547537.627380518,726445.51438345,57905.3718065947,21400.9809104182
246900,4.2727,46,1938,341,768,332,37.8,-122.19,8070.90220385803,547537.627380518,726445.51438345,57905.3718065947,21400.9809104182
179900,2.9844,50,968,195,462,184,37.79,-122.19,7040.56958247757,546706.976181537,725599.174223505,56916.5312568741,21280.5757359485
169600,4.1739,40,1060,256,667,235,37.79,-122.2,6735.16337844539,547292.025207788,726169.789596645,57327.2359771437,20404.9701077161
203300,3.8487,46,2041,405,1059,399,37.8,-122.2,7805.94883659466,548121.71295152,727015.39125206,58309.0576994975,20530.6313789546
263400,4.0114,52,1813,271,637,277,37.8,-122.19,8070.90220385803,547537.627380518,726445.51438345,57905.3718065947,21400.9809104182
231800,4.6563,45,2718,451,1106,454,37.79,-122.19,7040.56958247757,546706.976181537,725599.174223505,56916.5312568741,21280.5757359485
140500,2.9297,28,3144,761,1737,669,37.79,-122.19,7040.56958247757,546706.976181537,725599.174223505,56916.5312568741,21280.5757359485
126000,2.3036,35,1802,459,1009,390,37.79,-122.2,6735.16337844539,547292.025207788,726169.789596645,57327.2359771437,20404.9701077161
122000,2.6667,49,882,195,737,210,37.79,-122.2,6735.16337844539,547292.025207788,726169.789596645,57327.2359771437,20404.9701077161
134700,2.619,44,1621,452,1354,491,37.79,-122.2,6735.16337844539,547292.025207788,726169.789596645,57327.2359771437,20404.9701077161
139400,2.4167,45,2115,533,1530,474,37.79,-122.21,6534.58334406559,547877.926950347,726741.088169007,57748.4738769938,19529.6537059866
115400,2.7788,45,2021,528,1410,480,37.79,-122.2,6735.16337844539,547292.025207788,726169.789596645,57327.2359771437,20404.9701077161
137300,2.7352,46,2239,508,1390,569,37.78,-122.21,5440.85197516609,547050.204356026,725896.94166047,56778.7935306161,19461.0245979585
137000,1.8472,52,1477,300,1065,269,37.78,-122.21,5440.85197516609,547050.204356026,725896.94166047,56778.7935306161,19461.0245979585
142600,2.6583,52,1056,224,792,245,37.78,-122.21,5440.85197516609,547050.204356026,725896.94166047,56778.7935306161,19461.0245979585
137500,3.0536,49,898,244,779,245,37.78,-122.21,5440.85197516609,547050.204356026,725896.94166047,56778.7935306161,19461.0245979585
111700,2.3906,44,2968,710,2269,610,37.78,-122.22,5337.28592845899,547637.920205881,726469.661022184,57217.7086864197,18582.685333928
126800,1.7188,43,1702,460,1227,407,37.78,-122.21,5440.85197516609,547050.204356026,725896.94166047,56778.7935306161,19461.0245979585
111300,2.625,47,881,248,753,241,37.78,-122.21,5440.85197516609,547050.204356026,725896.94166047,56778.7935306161,19461.0245979585
114800,2.8015,40,494,114,547,135,37.77,-122.22,4226.27769924116,546812.170383325,725626.974220773,56260.918400124,18577.0997033383
102300,1.7276,50,1776,473,1807,440,37.78,-122.22,5337.28592845899,547637.920205881,726469.661022184,57217.7086864197,18582.685333928
131900,2.0801,44,1678,514,1700,495,37.78,-122.22,5337.28592845899,547637.920205881,726469.661022184,57217.7086864197,18582.685333928
119100,2.489,51,1637,463,1543,393,37.78,-122.22,5337.28592845899,547637.920205881,726469.661022184,57217.7086864197,18582.685333928
80600,1.7546,52,1420,314,1085,300,37.76,-122.21,3290.23382793124,545397.784209287,724210.809245828,54855.6310082584,19514.0526655611
80600,4.0904,52,591,173,353,137,37.77,-122.21,4356.35435538161,546223.488582856,725053.514514951,55814.4192915822,19455.8072972705
88800,2.6765,52,745,153,473,149,37.77,-122.21,4356.35435538161,546223.488582856,725053.514514951,55814.4192915822,19455.8072972705
102400,2.4338,49,2272,498,1621,483,37.77,-122.2,4651.90170986027,545635.65557298,724480.735938534,55378.3538657711,20334.5353402044
98700,2.3309,46,1234,375,1183,354,37.77,-122.21,4356.35435538161,546223.488582856,725053.514514951,55814.4192915822,19455.8072972705
1e+05,2.2604,43,1017,328,836,277,37.77,-122.21,4356.35435538161,546223.488582856,725053.514514951,55814.4192915822,19455.8072972705
92300,1.8039,42,932,254,900,263,37.77,-122.19,5084.14416655728,545048.674106137,723908.640114159,54952.970509811,21213.2812815142
94800,2.2562,39,2689,597,1888,537,37.77,-122.2,4651.90170986027,545635.65557298,724480.735938534,55378.3538657711,20334.5353402044
102000,2.0562,41,1547,415,1024,341,37.77,-122.2,4651.90170986027,545635.65557298,724480.735938534,55378.3538657711,20334.5353402044
158400,3.5398,52,2300,443,1225,423,37.78,-122.2,5680.21799703996,546463.337895523,725324.903657458,56350.2493973076,20339.410987652
121600,3.1167,39,1752,399,1071,376,37.78,-122.2,5680.21799703996,546463.337895523,725324.903657458,56350.2493973076,20339.410987652
129100,2.5401,50,1867,403,1128,378,37.78,-122.2,5680.21799703996,546463.337895523,725324.903657458,56350.2493973076,20339.410987652
121400,2.898,43,2430,502,1537,484,37.77,-122.2,4651.90170986027,545635.65557298,724480.735938534,55378.3538657711,20334.5353402044
102800,2.3125,44,1729,414,1240,393,37.78,-122.21,5440.85197516609,547050.204356026,725896.94166047,56778.7935306161,19461.0245979585
160000,2.875,52,1026,180,469,168,37.78,-122.19,6039.25822319236,545877.323570057,724753.548632346,55932.3146750786,21217.8386407983
143900,3.3715,52,2170,428,1086,425,37.77,-122.19,5084.14416655728,545048.674106137,723908.640114159,54952.970509811,21213.2812815142
151200,3.5114,52,2329,445,1144,417,37.77,-122.19,5084.14416655728,545048.674106137,723908.640114159,54952.970509811,21213.2812815142
164400,4.3125,52,2492,415,1109,375,37.78,-122.19,6039.25822319236,545877.323570057,724753.548632346,55932.3146750786,21217.8386407983
156500,3.22,52,2198,397,984,369,37.78,-122.19,6039.25822319236,545877.323570057,724753.548632346,55932.3146750786,21217.8386407983
225000,3.875,33,142,31,575,47,37.78,-122.18,6498.16592163785,545292.164133111,724182.8782075,55525.2289382313,22096.3026267345
174200,5.2328,49,1183,205,496,209,37.78,-122.19,6039.25822319236,545877.323570057,724753.548632346,55932.3146750786,21217.8386407983
166900,3.7262,52,1070,193,555,190,37.78,-122.19,6039.25822319236,545877.323570057,724753.548632346,55932.3146750786,21217.8386407983
163500,4.5893,45,1766,332,869,327,37.78,-122.2,5680.21799703996,546463.337895523,725324.903657458,56350.2493973076,20339.410987652
253000,5.2578,39,617,95,236,106,37.79,-122.18,7437.90040042022,546122.782618239,725029.243668493,56516.5893544506,22156.4362912576
240700,7.0875,41,1411,233,626,214,37.79,-122.18,7437.90040042022,546122.782618239,725029.243668493,56516.5893544506,22156.4362912576
208100,3.9712,46,2109,387,922,329,37.79,-122.18,7437.90040042022,546122.782618239,725029.243668493,56516.5893544506,22156.4362912576
198100,2.9514,47,1229,243,582,256,37.79,-122.19,7040.56958247757,546706.976181537,725599.174223505,56916.5312568741,21280.5757359485
172800,2.6667,50,954,217,546,201,37.79,-122.19,7040.56958247757,546706.976181537,725599.174223505,56916.5312568741,21280.5757359485
336700,5.4446,37,1643,262,620,266,37.81,-122.18,9430.44816519297,547787.005247504,726724.112346226,58512.3155182014,22442.1118691487
318200,6.2838,34,1355,195,442,195,37.8,-122.18,8419.70465338958,546954.39783622,725876.322546314,57512.3599337194,22271.9913999685
285800,6.7527,23,2317,336,955,328,37.8,-122.18,8419.70465338958,546954.39783622,725876.322546314,57512.3599337194,22271.9913999685
293000,7.0712,24,2459,317,916,324,37.77,-122.13,9141.32382318979,541544.822836464,720490.494230105,52639.0430763358,26486.0325655562
371000,5.9849,22,12842,2048,4985,1967,37.79,-122.16,8453.66729628656,544956.972905762,723891.443504202,55749.9143265199,23908.8100723639
157300,3.6875,42,1524,260,651,267,37.78,-122.17,7037.4311935817,544707.862345971,723612.894008457,55129.2325254525,22974.7987683333
135300,2.875,30,3326,746,1704,703,37.77,-122.17,6237.23375316198,543877.276850635,722766.503228022,54135.2509620887,22970.8186061145
136700,3.4205,43,1985,440,1085,407,37.78,-122.18,6498.16592163785,545292.164133111,724182.8782075,55525.2289382313,22096.3026267345
160700,3.2984,50,1642,322,713,284,37.78,-122.18,6498.16592163785,545292.164133111,724182.8782075,55525.2289382313,22096.3026267345
140600,3.875,49,893,177,468,181,37.78,-122.17,7037.4311935817,544707.862345971,723612.894008457,55129.2325254525,22974.7987683333
144000,4.175,52,653,128,296,121,37.78,-122.17,7037.4311935817,544707.862345971,723612.894008457,55129.2325254525,22974.7987683333
161900,4.375,47,1256,217,570,218,37.77,-122.16,6910.08794008082,543292.866606187,722196.465427478,53743.4176029432,23849.6066220657
156300,4.7708,48,977,194,446,180,37.77,-122.16,6910.08794008082,543292.866606187,722196.465427478,53743.4176029432,23849.6066220657
176000,3.5739,45,2324,397,968,384,37.77,-122.16,6910.08794008082,543292.866606187,722196.465427478,53743.4176029432,23849.6066220657
145800,3.0958,39,1583,349,857,316,37.77,-122.16,6910.08794008082,543292.866606187,722196.465427478,53743.4176029432,23849.6066220657
141900,3.3958,39,1612,342,912,322,37.77,-122.17,6237.23375316198,543877.276850635,722766.503228022,54135.2509620887,22970.8186061145
90700,1.871,31,2424,533,1360,452,37.77,-122.17,6237.23375316198,543877.276850635,722766.503228022,54135.2509620887,22970.8186061145
90600,1.9356,41,1594,367,1074,355,37.76,-122.17,5545.59229413325,543047.695372143,721920.829726395,53145.9440105824,23020.6100713224
107900,2.1842,47,2118,413,965,382,37.76,-122.17,5545.59229413325,543047.695372143,721920.829726395,53145.9440105824,23020.6100713224
107000,2.2917,37,1575,358,933,320,37.76,-122.18,4842.76186584122,543633.93563092,722492.29756285,53556.7171251089,22143.6895833956
98200,2.4333,38,1764,397,987,354,37.76,-122.17,5545.59229413325,543047.695372143,721920.829726395,53145.9440105824,23020.6100713224
89500,1.9479,50,1187,261,907,246,37.76,-122.18,4842.76186584122,543633.93563092,722492.29756285,53556.7171251089,22143.6895833956
93800,3.9063,52,754,175,447,165,37.76,-122.18,4842.76186584122,543633.93563092,722492.29756285,53556.7171251089,22143.6895833956
96700,1.8407,49,2308,452,1299,451,37.76,-122.18,4842.76186584122,543633.93563092,722492.29756285,53556.7171251089,22143.6895833956
97500,2.0786,27,909,236,396,157,37.77,-122.18,5621.63858550477,544462.54694263,723337.228667649,54538.5191795322,22092.042975952
97300,2.8125,42,1180,257,877,268,37.77,-122.18,5621.63858550477,544462.54694263,723337.228667649,54538.5191795322,22092.042975952
91200,1.8913,43,2018,408,1111,367,37.76,-122.18,4842.76186584122,543633.93563092,722492.29756285,53556.7171251089,22143.6895833956
91400,1.7056,49,1368,282,790,269,37.76,-122.19,4206.81186951674,544221.032372077,723064.451182702,53978.7639644971,21266.9410606814
96200,2.2768,52,2744,547,1479,554,37.77,-122.18,5621.63858550477,544462.54694263,723337.228667649,54538.5191795322,22092.042975952
120100,3.2552,51,2107,471,1173,438,37.77,-122.18,5621.63858550477,544462.54694263,723337.228667649,54538.5191795322,22092.042975952
1e+05,2.0556,52,1748,362,1029,366,37.77,-122.18,5621.63858550477,544462.54694263,723337.228667649,54538.5191795322,22092.042975952
94700,2.4659,52,2024,391,1030,350,37.76,-122.19,4206.81186951674,544221.032372077,723064.451182702,53978.7639644971,21266.9410606814
85700,1.75,47,1116,259,826,279,37.76,-122.2,3672.65092368411,544808.982820569,723637.288953455,54411.8221897618,20390.3866964064
89300,2.0469,41,2036,510,1412,454,37.77,-122.19,5084.14416655728,545048.674106137,723908.640114159,54952.970509811,21213.2812815142
101400,2.7159,45,1852,393,1132,349,37.77,-122.19,5084.14416655728,545048.674106137,723908.640114159,54952.970509811,21213.2812815142
72500,1.2083,41,921,207,522,159,37.76,-122.19,4206.81186951674,544221.032372077,723064.451182702,53978.7639644971,21266.9410606814
74100,1.925,45,995,238,630,237,37.76,-122.19,4206.81186951674,544221.032372077,723064.451182702,53978.7639644971,21266.9410606814
70000,1.5809,36,606,132,531,133,37.75,-122.2,2794.53079443136,543983.32424094,722794.565225385,53450.9453473187,20506.4688746142
84600,1.4097,37,2680,736,1925,667,37.76,-122.2,3672.65092368411,544808.982820569,723637.288953455,54411.8221897618,20390.3866964064
81800,0.7683,38,1493,370,1144,351,37.76,-122.19,4206.81186951674,544221.032372077,723064.451182702,53978.7639644971,21266.9410606814
81400,1.3194,19,2207,565,1481,520,37.75,-122.19,3466.82455338022,543394.40297251,722220.984361343,53009.9782942837,21378.3796073632
81800,0.8012,28,856,189,435,162,37.75,-122.19,3466.82455338022,543394.40297251,722220.984361343,53009.9782942837,21378.3796073632
85800,1.9479,26,1293,297,984,303,37.76,-122.19,4206.81186951674,544221.032372077,723064.451182702,53978.7639644971,21266.9410606814
87100,1.1765,36,847,212,567,159,37.74,-122.19,2968.72717533484,542568.790534474,721378.242183088,52046.9162076747,21546.7004528005
83500,2.3456,42,541,154,380,123,37.74,-122.18,3817.06338467697,541979.749092481,720804.600762256,51608.9551034855,22412.7373763428
79700,2.1538,44,1066,253,825,244,37.73,-122.19,2842.65224367346,541744.199707509,720536.227190609,51089.9013802117,21770.5842681604
83400,2.5139,43,707,147,417,155,37.74,-122.19,2968.72717533484,542568.790534474,721378.242183088,52046.9162076747,21546.7004528005
84700,1.2625,45,1528,291,801,287,37.73,-122.19,2842.65224367346,541744.199707509,720536.227190609,51089.9013802117,21770.5842681604
80000,2.9063,42,909,215,646,198,37.73,-122.18,3719.95714663777,541154.183146424,719961.840142573,50643.6044294387,22628.1678339536
76400,2.5192,43,1391,293,855,285,37.73,-122.18,3719.95714663777,541154.183146424,719961.840142573,50643.6044294387,22628.1678339536
79700,2.1111,44,548,119,435,136,37.73,-122.18,3719.95714663777,541154.183146424,719961.840142573,50643.6044294387,22628.1678339536
82400,2.455,42,4074,874,2736,780,37.73,-122.18,3719.95714663777,541154.183146424,719961.840142573,50643.6044294387,22628.1678339536
97700,2.4028,41,1613,445,1481,414,37.74,-122.17,4676.87904879678,541391.562921819,720231.644664053,51182.436942432,23279.7552433724
97200,2.15,47,463,134,327,137,37.74,-122.17,4676.87904879678,541391.562921819,720231.644664053,51182.436942432,23279.7552433724
101600,2.4776,43,818,193,494,179,37.74,-122.17,4676.87904879678,541391.562921819,720231.644664053,51182.436942432,23279.7552433724
86500,2.1587,43,1473,371,1231,341,37.73,-122.17,4598.07485587451,540565.021234613,719388.138179834,50208.8276093797,23487.3485030967
90500,1.8438,35,504,126,323,109,37.74,-122.18,3817.06338467697,541979.749092481,720804.600762256,51608.9551034855,22412.7373763428
107600,3.0298,46,1026,226,749,225,37.74,-122.17,4676.87904879678,541391.562921819,720231.644664053,51182.436942432,23279.7552433724
84200,2.25,46,769,183,693,178,37.74,-122.17,4676.87904879678,541391.562921819,720231.644664053,51182.436942432,23279.7552433724
88900,2.2467,46,2103,391,1339,354,37.74,-122.18,3817.06338467697,541979.749092481,720804.600762256,51608.9551034855,22412.7373763428
80700,4.0469,45,330,76,282,80,37.75,-122.18,4216.008379354,542806.334804523,721648.08741665,52580.0976930569,22250.8531592757
