价格,价格1,名称_链接,名称,skcolor_ljg,promowords,pcommit,店铺_链接,店铺,关键词
98,98,https://item.jd.com/100029390702.html,瑞士莲（Lindt）限定冰山雪融黑巧克力175g（分享独立小包装）聚会送礼伴手礼,巧克力,意大利进口，600g软心精选量贩装，5种口味随心享，品味颗颗幼滑软心，(此商品不参加上述活动),1000+条评价,https://mall.jd.com/index-1000081022.html?from=pc,瑞士莲京东自营旗舰店,"自营
								2件9折"
128,128,https://item.jd.com/100027779664.html,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白三色巧克力礼盒装324g,巧克力,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白三色巧克力礼盒装324g,5万+条评价,https://mall.jd.com/index-1000394105.html?from=pc,Goufrais糖巧京东自营专区,"自营
								2件8折"
55,55,https://item.jd.com/100036125238.html,GODIVA歌帝梵 榛子立方牛奶巧克力5颗 伴手礼结婚喜糖进口巧克力休闲零食,巧克力,GODIVA歌帝梵 榛子立方牛奶巧克力5颗 伴手礼结婚喜糖进口巧克力休闲零食,2000+条评价,https://mall.jd.com/index-1000090791.html?from=pc,歌帝梵京东自营旗舰店,"自营
								2件8折"
69.9,69.9,https://item.jd.com/100025850430.html,M&M's m豆牛奶巧克力棒13g*12休闲零食生日礼物礼品,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,50万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"自营
								券99-5"
79,79,https://item.jd.com/100008264429.html,Ferrero费列罗榛果威化果仁夹心巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节创意紫色礼盒装211g,巧克力,Ferrero费列罗榛果威化果仁夹心巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节创意紫色礼盒装211g,10万+条评价,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
258,258,https://item.jd.com/100018265891.html,歌帝梵GODIVA比利时进口夹心巧克力金装15枚万圣节礼物送儿童女友女朋友男朋友生日礼物情人节巧克力礼盒装,巧克力,,2万+条评价,https://mall.jd.com/index-1000351986.html?from=pc,GODIVA/歌帝梵京东自营专区,自营
99,99,https://item.jd.com/100010916104.html,爱普诗（Alpes d'Or）74%黑巧克力428g袋装瑞士进口黑巧公司福利办公室零食巧克力节日礼物,巧克力,爱普诗（Alpes d'Or）74%黑巧克力428g袋装瑞士进口黑巧公司福利办公室零食巧克力节日礼物,20万+条评价,https://mall.jd.com/index-1000303482.html?from=pc,爱普诗（Alpes d'Or）京东自营旗舰店,"自营
								品质溯源
								秒杀"
68.9,68.9,https://item.jd.com/100024773610.html,雀巢 Nestle 奇欧比黑巧克力麦丽素 纯巧脆星球巧克力制品 快乐桶 休闲零食下午茶 节日送礼桶装420g,巧克力,#【金六福&徐福记-双福齐聚】爆款每满199减20元，喜酒喜糖一站购，双喜临门，还有超值好礼相赠！点击查看,10万+条评价,https://mall.jd.com/index-1000089686.html?from=pc,徐福记京东自营旗舰店,"自营
								3件8折"
78,78,https://item.jd.com/100015093035.html,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白员工福利伴手礼盒18粒装,巧克力,Ferrero费列罗榛果威化巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白员工福利伴手礼盒18粒装,5万+条评价,https://mall.jd.com/index-1000394105.html?from=pc,Goufrais糖巧京东自营专区,"自营
								2件8折"
25.8,25.8,https://item.jd.com/100007660910.html,德国进口 RitterSport 瑞特滋（原瑞特斯波德）秘鲁系列浓醇74%黑巧克力 休闲零食 节日礼物 100g,巧克力,德国进口 RitterSport 瑞特滋（原瑞特斯波德）秘鲁系列浓醇74%黑巧克力 休闲零食 节日礼物 100g,50万+条评价,https://mall.jd.com/index-1000114421.html?from=pc,瑞特滋京东自营旗舰店,"自营
								2件9折"
19.9,19.9,https://item.jd.com/100005043053.html,诺梵纯黑可可脂黑巧克力休闲零食万圣节糖果礼盒生日礼物女送女友巧克力55%办公室零食喜糖110g,巧克力,诺梵纯黑可可脂黑巧克力休闲零食万圣节糖果礼盒生日礼物女送女友巧克力55%办公室零食喜糖110g,10万+条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,"自营
								2件9折"
312.55,312.55,https://item.jd.com/27076130541.html,歌帝梵（Godiva） GODIVA歌帝梵欢享立方巧克力系列 结婚喜糖零食 美国进口零食伴手礼礼物 立方黑巧40颗装,巧克力,,5000+条评价,https://mall.jd.com/index-130035.html?from=pc,歌帝梵官方旗舰店,跨店每满299-50
169.9,169.9,https://item.jd.com/100037161099.html,魔吻（AMOVO）巧克力比利时进口原料万圣节限定礼盒送男友女友（骷髅与玫瑰）260克,巧克力,魔吻（AMOVO）巧克力比利时进口原料万圣节限定礼盒送男友女友（骷髅与玫瑰）260克,5万+条评价,https://mall.jd.com/index-1000089365.html?from=pc,魔吻京东自营旗舰店,"自营
								新品"
22.9,22.9,https://item.jd.com/508487.html,三角Toblerone瑞士进口白巧克力含蜂蜜及巴旦木糖果儿童休闲零食100g/条 生日礼物节日礼品,巧克力,三角Toblerone瑞士进口白巧克力含蜂蜜及巴旦木糖果儿童休闲零食100g/条 生日礼物节日礼品,50万+条评价,https://mall.jd.com/index-1000351622.html?from=pc,三角金象巧克力京东自营专区,"自营
								品质溯源
								2件9折"
19.9,19.9,https://item.jd.com/100023371220.html,怡浓可可脂牛奶巧克力生日礼物女鹿宝110g礼盒儿童休闲零食12支独立装,巧克力,怡浓可可脂牛奶巧克力生日礼物女鹿宝110g礼盒儿童休闲零食12支独立装,5万+条评价,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
9.9,9.9,https://item.jd.com/100017310822.html,德芙 Dove 黑糖珍珠奶茶味软糖夹心巧克力礼物送女友30g,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,20万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"自营
								券59-10
								3件8折"
21.9,21.9,https://item.jd.com/100026596025.html,古缇思代可可脂黑巧克力烘焙原料大板块1000g,巧克力,古缇思代可可脂黑巧克力烘焙原料大板块1000g,1万+条评价,https://mall.jd.com/index-1000356291.html?from=pc,古缇思京东自营旗舰店,"自营
								2件9折"
139.9,139.9,https://item.jd.com/730614.html,费列罗(FERRERO)榛果威化糖果巧克力制品 婚庆喜糖零食伴手礼 节日礼物员工福利 48粒礼盒装600g 金榜推荐,巧克力,,200万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
58.5,58.5,https://item.jd.com/530948.html,克特多金象（Cote d'Or）进口黑巧克力礼盒240g家庭分享装 儿童休闲零食 婚庆喜糖伴手礼生日礼物,巧克力,克特多金象（Cote d'Or）进口黑巧克力礼盒240g家庭分享装 儿童休闲零食 婚庆喜糖伴手礼生日礼物,5万+条评价,https://mall.jd.com/index-1000351622.html?from=pc,三角金象巧克力京东自营专区,"自营
								品质溯源
								2件9折"
62,62,https://item.jd.com/10056243466449.html,"京东国际	
澳洲进口 Maltesers麦提莎麦丽素麦芽脆牛奶夹心巧克力豆球儿童糖果物礼盒家庭分享桶装465g 牛奶巧克力 桶装465g",巧克力,限时百亿补贴，爆款直降，正品保障，京仓京配放心购~,500+条评价,https://mall.jd.com/index-11888058.html?from=pc,京东国际精选旗舰店,"京东物流
								券59-5
								2件9.5折"
75,75,https://item.jd.com/3398917.html,"京东国际	
意大利进口 费列罗(FERRERO)榛果威化糖果巧克力 员工福利婚庆喜糖零食伴手礼节日礼物 30粒375g",巧克力,意大利原装进口费列罗，臻爱永恒，甜蜜共享。,20万+条评价,https://mall.jd.com/index-1000407943.html?from=pc,费列罗（FERRERO）海外京东自营旗舰店,"自营
								跨店每满299-50
								包税
								券99-10"
109,109,https://item.jd.com/34269851872.html,瑞士莲 Lindt软心精选夹心黑巧克力分享袋装进口冰山雪融可可婚庆喜糖喜酒生日礼物随手礼万圣节送女友 3口味黑巧600g,巧克力,瑞士莲 Lindt软心精选夹心黑巧克力分享袋装进口冰山雪融可可婚庆喜糖喜酒生日礼物随手礼万圣节送女友 3口味黑巧600g,2000+条评价,https://mall.jd.com/index-841496.html?from=pc,萨王纳官方旗舰店,每满199-20
19.9,19.9,https://item.jd.com/100000722838.html,怡浓可可脂黑巧克力55%可可含量苦甜均衡生日礼物喜糖休闲食品120g,巧克力,怡浓可可脂黑巧克力55%可可含量苦甜均衡生日礼物喜糖休闲食品120g,20万+条评价,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
139.9,139.9,https://item.jd.com/100045215547.html,费列罗(FERRERO)榛果威化糖果巧克力制品 婚庆喜糖节日团聚送礼 32粒礼盒装400g（新老款随机发货）,巧克力,,,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
49,49,https://item.jd.com/72388053315.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 38颗金球巧克力粉色礼盒,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100
								2件8折"
32,32,https://item.jd.com/100013080988.html,巧乐思可可脂麦丽素桶装520g牛奶巧克力脆心生日礼物经典怀旧零食送女友,巧克力,巧乐思可可脂麦丽素桶装520g牛奶巧克力脆心生日礼物经典怀旧零食送女友,,https://mall.jd.com/index-1000328942.html?from=pc,巧乐思京东自营旗舰店,"自营
								2件9折"
99,99,https://item.jd.com/10029451725411.html,德芙（Dove） 巧克力礼盒生日礼物女生万圣节糖果礼盒装礼物零食情人节礼物送女友朋友老婆糖果268g 德芙巧克力和伊诺滋巧克力组合装,巧克力,【新人首单再减】【万圣节糖果礼物】【全国八仓发货】【生日礼物】【结婚纪念日礼物】【送女友送老婆】【买贵退差，保价】【15天无理由退换货】【店铺更多好物，查看】,,https://mall.jd.com/index-657104.html?from=pc,多唯呀巧克力旗舰店,"京东物流
								满99-20"
39,39,https://item.jd.com/72388053313.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 12颗金球巧克力粉色礼盒,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100
								2件8折"
59.8,59.8,https://item.jd.com/29644095084.html,爱普诗万圣节巧克力礼盒 比利时进口 十口味夹心巧克力礼盒 生日礼物女 送女朋友 婚庆伴手礼盒 送礼袋 10口味108g骑士礼盒【保质期至23年6月】,巧克力,爱普诗万圣节巧克力礼盒 比利时进口 十口味夹心巧克力礼盒 生日礼物女 送女朋友 婚庆伴手礼盒 送礼袋 10口味108g骑士礼盒【保质期至23年6月】,,https://mall.jd.com/index-188437.html?from=pc,爱普诗旗舰店,"京东物流
								跨店每满299-50
								秒杀"
48.9,48.9,https://item.jd.com/100005229910.html,德芙（Dove）丝滑牛奶巧克力4.5g 代言人同款 婚庆喜糖节日礼物 500g,巧克力,,,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
79.9,79.9,https://item.jd.com/100028620208.html,费列罗(FERRERO)T30意大利进口榛果威化糖果巧克力 30粒礼盒装375g,巧克力,双十一提前嗨，幸好有你！京东超值大牌费列罗【点击领取】(此商品不参加上述活动),,,,"自营
								2件9折"
43.89,43.89,https://item.jd.com/100000484010.html,倍乐思（Beryl's）手工黑白巧克力礼盒 马来西亚进口婚庆喜糖零食伴手礼送女友生日礼物礼品85g,巧克力,【11.11提前购】进口食力好物，低至8折！【叠加领券】满129享9折，随心凑！！》》,,https://mall.jd.com/index-1000128744.html?from=pc,倍乐思Beryl's京东自营旗舰店,"自营
								品质溯源"
19.9,19.9,https://item.jd.com/1919433.html,怡浓可可脂黑巧克力78%可可含量偏苦生日礼物喜糖休闲零食120g,巧克力,怡浓可可脂黑巧克力78%可可含量偏苦生日礼物喜糖休闲零食120g,,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
39.9,39.9,https://item.jd.com/100016452768.html,德国进口萨洛缇黑白小熊牛奶巧克力100g盒装 儿童巧克力礼盒 万圣节糖果 生日礼物 休闲零食 内卡可涂鸦,巧克力,德国进口萨洛缇黑白小熊牛奶巧克力100g盒装 儿童巧克力礼盒 万圣节糖果 生日礼物 休闲零食 内卡可涂鸦,,https://mall.jd.com/index-1000303482.html?from=pc,爱普诗（Alpes d'Or）京东自营旗舰店,"自营
								品质溯源
								2件9折"
19.9,19.9,https://item.jd.com/1912321.html,怡浓100%可可黑巧克力礼盒苦醇可可脂糖果生日礼物办公室休闲零食120g,巧克力,怡浓100%可可黑巧克力礼盒苦醇可可脂糖果生日礼物办公室休闲零食120g,,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
149.9,149.9,https://item.jd.com/100023364329.html,费列罗(FERRERO)榛果威化糖果巧克力 婚庆喜糖零食伴手礼 情人节礼物48粒礼盒装600g,巧克力,,,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
110.8,110.8,https://item.jd.com/2439487.html,魔吻（AMOVO）棒棒糖情人节万圣节糖果巧克力礼盒生日礼物送女友零食(萌心)150g,巧克力,心形棒棒糖创意设计,,https://mall.jd.com/index-1000089365.html?from=pc,魔吻京东自营旗舰店,自营
15.6,15.6,https://item.jd.com/10042584941920.html,康美纳卡 白俄罗斯进口 黑巧克力高浓度精选纯可可脂牛奶果仁巧克力休闲零食黑巧克力100g 黑巧克力（85%可可）,巧克力,单笔订单满49元+7元可换购100g牛奶巧克力一块【在购物车中换购】,,https://mall.jd.com/index-11697048.html?from=pc,白俄罗斯进口馆,"京东物流
								跨店每满299-50
								秒杀
								2件9折"
14.9,14.9,https://item.jd.com/10044447205210.html,康美纳卡 白俄罗斯进口 黑巧克力高浓度精选纯可可脂运动健身黑巧克力休闲零食黑巧克力90g装 黑巧克力90g  (90%可可）,巧克力,单笔订单满49元+7元可换购100g牛奶巧克力一块【在购物车中换购】,,https://mall.jd.com/index-11697048.html?from=pc,白俄罗斯进口馆,"京东物流
								跨店每满299-50
								2件9折"
79,79,https://item.jd.com/100026384136.html,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力糖果零食高端双心创意礼盒装,巧克力,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力糖果零食高端双心创意礼盒装,,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
76.5,76.5,https://item.jd.com/10046155996988.html,{俄罗斯国家馆}126块*15克实惠装 俄罗斯黑巧克力原装进口零食 630克一盒（42块*15克） 黑巧味1盒,巧克力,俄罗斯国家馆,,https://mall.jd.com/index-10024437.html?from=pc,俄罗斯国家馆,跨店每满1000-100
19.9,19.9,https://item.jd.com/4044851.html,诺梵纯黑可可脂礼物巧克力100%特苦无添加蔗糖万圣节糖果礼盒生日礼物女送女友高纯黑巧休闲零食婚庆130g,巧克力,,,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,自营
19.9,19.9,https://item.jd.com/100017884213.html,声歌里 黑巧克力 72%可可脂含量无蔗糖纯黑巧克力小孩男女朋友老婆情人节日礼物休闲零食伴手礼木糖醇128g,巧克力,声歌里 黑巧克力 72%可可脂含量无蔗糖纯黑巧克力小孩男女朋友老婆情人节日礼物休闲零食伴手礼木糖醇128g,,https://mall.jd.com/index-1000407241.html?from=pc,声歌里京东自营旗舰店,"自营
								跨店每满299-50
								2件9折"
15.9,15.9,https://item.jd.com/68919441313.html,赞誉 国产俄罗斯风味大榛子巧克力整颗榛仁果仁夹心大板礼盒女友礼物新品 100克X1块,巧克力,俄罗斯国家馆官方认证！一块包邮,,https://mall.jd.com/index-10024437.html?from=pc,俄罗斯国家馆,跨店每满1000-100
39,39,https://item.jd.com/72388053314.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 12颗金球巧克力紫色礼盒,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100
								2件8折"
26.8,26.8,https://item.jd.com/72388053318.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 万圣节礼盒（南瓜双波板款）,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"跨店每满1000-100
								2件8折"
29.9,29.9,https://item.jd.com/10568756543.html,好时（Hershey’s） 之吻巧克力礼盒装含糖果95g婚庆喜糖伴手礼万圣节糖果送男女孩生日活动礼品,巧克力,京仓直发，有赠礼品袋，适合商务、朋友送礼，多口味随机发送——爱TA就要告诉TA~送礼推荐礼盒~,,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100"
58.7,58.7,https://item.jd.com/10038251921962.html,士力架花生夹心巧克力1000g量贩装万圣节糖果礼物补充能量情人节礼物送女孩男孩糖果零食 原味散装1000g,巧克力,,,https://mall.jd.com/index-11592250.html?from=pc,德芙旗舰店,跨店每满299-50
93,93,https://item.jd.com/100026277980.html,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节巧克力一路有你烫金双层手提式礼盒装212.5g,巧克力,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节巧克力一路有你烫金双层手提式礼盒装212.5g,,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
11.9,11.9,https://item.jd.com/1178890.html,德芙 Dove代言人同款袋装奶香白巧克力 办公室休闲零食 婚庆糖果84g,巧克力,【与你巧遇预售甜蜜】双11狂欢预售开启啦！甜蜜芙礼部分抢券满199减99元。更多美妙趣食，丝滑你的味蕾！点击速抢！查看,,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"自营
								券59-5"
55,55,https://item.jd.com/100028159698.html,德芙Dove心语巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白铁盒36粒礼盒装201.6g,巧克力,德芙Dove心语巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白铁盒36粒礼盒装201.6g,,https://mall.jd.com/index-1000394105.html?from=pc,Goufrais糖巧京东自营专区,"自营
								2件8折"
39,39,https://item.jd.com/10026789133750.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 棉花糖粉色金球礼盒,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100
								2件8折"
139.9,139.9,https://item.jd.com/100045215547.html,费列罗(FERRERO)榛果威化糖果巧克力制品 婚庆喜糖节日团聚送礼 32粒礼盒装400g（新老款随机发货）,巧克力,,10万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
49,49,https://item.jd.com/72388053315.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 38颗金球巧克力粉色礼盒,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,2万+条评价,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100
								2件8折"
32,32,https://item.jd.com/100013080988.html,巧乐思可可脂麦丽素桶装520g牛奶巧克力脆心生日礼物经典怀旧零食送女友,巧克力,巧乐思可可脂麦丽素桶装520g牛奶巧克力脆心生日礼物经典怀旧零食送女友,10万+条评价,https://mall.jd.com/index-1000328942.html?from=pc,巧乐思京东自营旗舰店,"自营
								2件9折"
99,99,https://item.jd.com/10029451725411.html,德芙（Dove） 巧克力礼盒生日礼物女生万圣节糖果礼盒装礼物零食情人节礼物送女友朋友老婆糖果268g 德芙巧克力和伊诺滋巧克力组合装,巧克力,【新人首单再减】【万圣节糖果礼物】【全国八仓发货】【生日礼物】【结婚纪念日礼物】【送女友送老婆】【买贵退差，保价】【15天无理由退换货】【店铺更多好物，查看】,10万+条评价,https://mall.jd.com/index-657104.html?from=pc,多唯呀巧克力旗舰店,"京东物流
								满99-20"
39,39,https://item.jd.com/72388053313.html,德芙（Dove） 巧克力礼盒装含糖果金球万圣节糖果情人节送女友浪漫表白生日礼物喜糖伴手礼休闲零食礼包 12颗金球巧克力粉色礼盒,巧克力,部分款式为京仓直发，到货速度快，如急用建议优先考虑，520情人节礼物，生日礼物，母亲节礼物，商家仓发的款可备注赠送卡片，多个套餐可选择,2万+条评价,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"京东物流
								跨店每满1000-100
								2件8折"
59.8,59.8,https://item.jd.com/29644095084.html,爱普诗万圣节巧克力礼盒 比利时进口 十口味夹心巧克力礼盒 生日礼物女 送女朋友 婚庆伴手礼盒 送礼袋 10口味108g骑士礼盒【保质期至23年6月】,巧克力,爱普诗万圣节巧克力礼盒 比利时进口 十口味夹心巧克力礼盒 生日礼物女 送女朋友 婚庆伴手礼盒 送礼袋 10口味108g骑士礼盒【保质期至23年6月】,1万+条评价,https://mall.jd.com/index-188437.html?from=pc,爱普诗旗舰店,"京东物流
								跨店每满299-50
								秒杀"
48.9,48.9,https://item.jd.com/100005229910.html,德芙（Dove）丝滑牛奶巧克力4.5g 代言人同款 婚庆喜糖节日礼物 500g,巧克力,,20万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,自营
79.9,79.9,https://item.jd.com/100028620208.html,费列罗(FERRERO)T30意大利进口榛果威化糖果巧克力 30粒礼盒装375g,巧克力,双十一提前嗨，幸好有你！京东超值大牌费列罗【点击领取】(此商品不参加上述活动),2000+条评价,,,"自营
								2件9折"
43.89,43.89,https://item.jd.com/100000484010.html,倍乐思（Beryl's）手工黑白巧克力礼盒 马来西亚进口婚庆喜糖零食伴手礼送女友生日礼物礼品85g,巧克力,【11.11提前购】进口食力好物，低至8折！【叠加领券】满129享9折，随心凑！！》》,5万+条评价,https://mall.jd.com/index-1000128744.html?from=pc,倍乐思Beryl's京东自营旗舰店,"自营
								品质溯源"
19.9,19.9,https://item.jd.com/1919433.html,怡浓可可脂黑巧克力78%可可含量偏苦生日礼物喜糖休闲零食120g,巧克力,怡浓可可脂黑巧克力78%可可含量偏苦生日礼物喜糖休闲零食120g,20万+条评价,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
39.9,39.9,https://item.jd.com/100016452768.html,德国进口萨洛缇黑白小熊牛奶巧克力100g盒装 儿童巧克力礼盒 万圣节糖果 生日礼物 休闲零食 内卡可涂鸦,巧克力,德国进口萨洛缇黑白小熊牛奶巧克力100g盒装 儿童巧克力礼盒 万圣节糖果 生日礼物 休闲零食 内卡可涂鸦,1万+条评价,https://mall.jd.com/index-1000303482.html?from=pc,爱普诗（Alpes d'Or）京东自营旗舰店,"自营
								品质溯源
								2件9折"
19.9,19.9,https://item.jd.com/1912321.html,怡浓100%可可黑巧克力礼盒苦醇可可脂糖果生日礼物办公室休闲零食120g,巧克力,怡浓100%可可黑巧克力礼盒苦醇可可脂糖果生日礼物办公室休闲零食120g,20万+条评价,https://mall.jd.com/index-1000089761.html?from=pc,怡浓京东自营旗舰店,"自营
								2件9折"
149.9,149.9,https://item.jd.com/100023364329.html,费列罗(FERRERO)榛果威化糖果巧克力 婚庆喜糖零食伴手礼 情人节礼物48粒礼盒装600g,巧克力,,100万+条评价,https://mall.jd.com/index-1000072521.html?from=pc,费列罗京东自营旗舰店,自营
110.8,110.8,https://item.jd.com/2439487.html,魔吻（AMOVO）棒棒糖情人节万圣节糖果巧克力礼盒生日礼物送女友零食(萌心)150g,巧克力,心形棒棒糖创意设计,1万+条评价,https://mall.jd.com/index-1000089365.html?from=pc,魔吻京东自营旗舰店,自营
15.6,15.6,https://item.jd.com/10042584941920.html,康美纳卡 白俄罗斯进口 黑巧克力高浓度精选纯可可脂牛奶果仁巧克力休闲零食黑巧克力100g 黑巧克力（85%可可）,巧克力,单笔订单满49元+7元可换购100g牛奶巧克力一块【在购物车中换购】,1万+条评价,https://mall.jd.com/index-11697048.html?from=pc,白俄罗斯进口馆,"京东物流
								跨店每满299-50
								秒杀
								2件9折"
14.9,14.9,https://item.jd.com/10044447205210.html,康美纳卡 白俄罗斯进口 黑巧克力高浓度精选纯可可脂运动健身黑巧克力休闲零食黑巧克力90g装 黑巧克力90g  (90%可可）,巧克力,单笔订单满49元+7元可换购100g牛奶巧克力一块【在购物车中换购】,2万+条评价,https://mall.jd.com/index-11697048.html?from=pc,白俄罗斯进口馆,"京东物流
								跨店每满299-50
								2件9折"
79,79,https://item.jd.com/100026384136.html,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力糖果零食高端双心创意礼盒装,巧克力,德芙Dove巧克力万圣节礼物送儿童女友女朋友男朋友生日礼物情人节表白巧克力糖果零食高端双心创意礼盒装,5万+条评价,https://mall.jd.com/index-1000386302.html?from=pc,全球好物京东自营专区,"自营
								2件8折"
76.5,76.5,https://item.jd.com/10046155996988.html,{俄罗斯国家馆}126块*15克实惠装 俄罗斯黑巧克力原装进口零食 630克一盒（42块*15克） 黑巧味1盒,巧克力,俄罗斯国家馆,2000+条评价,https://mall.jd.com/index-10024437.html?from=pc,俄罗斯国家馆,跨店每满1000-100
19.9,19.9,https://item.jd.com/4044851.html,诺梵纯黑可可脂礼物巧克力100%特苦无添加蔗糖万圣节糖果礼盒生日礼物女送女友高纯黑巧休闲零食婚庆130g,巧克力,,50万+条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,自营
19.9,19.9,https://item.jd.com/100017884213.html,声歌里 黑巧克力 72%可可脂含量无蔗糖纯黑巧克力小孩男女朋友老婆情人节日礼物休闲零食伴手礼木糖醇128g,巧克力,声歌里 黑巧克力 72%可可脂含量无蔗糖纯黑巧克力小孩男女朋友老婆情人节日礼物休闲零食伴手礼木糖醇128g,1万+条评价,https://mall.jd.com/index-1000407241.html?from=pc,声歌里京东自营旗舰店,"自营
								跨店每满299-50
								2件9折"
15.9,15.9,https://item.jd.com/68919441313.html,赞誉 国产俄罗斯风味大榛子巧克力整颗榛仁果仁夹心大板礼盒女友礼物新品 100克X1块,巧克力,俄罗斯国家馆官方认证！一块包邮,2000+条评价,https://mall.jd.com/index-10024437.html?from=pc,俄罗斯国家馆,跨店每满1000-100
