图片,价格,价格1,名称_链接,名称,skcolor_ljg,promowords,pcommit,店铺_链接,店铺,关键词,pobtn_链接,pobtn
,12.90,12.90,https://item.jd.com/10065970090452.html,精致俄罗斯原装进口巧克力大头娃娃榛子牛奶纯可可脂苦巧黑巧零食品 爱莲巧香草味巧克力85g 1盒,巧克力,精致俄罗斯原装进口巧克力大头娃娃榛子牛奶纯可可脂苦巧黑巧零食品 爱莲巧香草味巧克力85g 1盒,11条评价,https://mall.jd.com/index-12386593.html?from=pc,趣淘严选进口食品专营店,"
						",https://cart.jd.com/gate.action?pid=10065970090452&pcount=1&ptype=1,加入购物车
,98.70,98.70,https://item.jd.com/10066947957000.html,瑞士莲Lindt软心进口巧克力圣诞泰迪小金熊牛奶巧克力 节日礼物 泰迪小金熊牛奶巧克力10克*5*3,巧克力,瑞士莲Lindt软心进口巧克力圣诞泰迪小金熊牛奶巧克力 节日礼物 泰迪小金熊牛奶巧克力10克*5*3,500+条评价,https://mall.jd.com/index-21779.html?from=pc,瑞士莲官方旗舰店,"
						",https://cart.jd.com/gate.action?pid=10066947957000&pcount=1&ptype=1,加入购物车
,115.00,115.00,https://item.jd.com/10034267261644.html,ROYCE' 若翼族 波浪巧克力日本北海道进口休闲糖果零食送礼推荐 甜味及原味巧克力组合,巧克力,为响应政府战疫政策，部分地区将进行限售/延发，您可先关注商品，待快递通知冷链线路畅通后，我们会即刻恢复销售/发货，感谢您的支持和谅解！,1000+条评价,https://mall.jd.com/index-11421578.html?from=pc,ROYCE'旗舰店,"
						",https://cart.jd.com/gate.action?pid=10034267261644&pcount=1&ptype=1,加入购物车
,26.80,26.80,https://item.jd.com/10039927928178.html,日本高岗生巧克力进口Takaoka高冈原味生巧独立包装 多口味选择网红零食糖果礼物送男女友 白巧克力味150g(约35颗),巧克力,正规渠道手续齐全，请放心选购~~~,200+条评价,https://mall.jd.com/index-664436.html?from=pc,Beuve官方旗舰店,"
						",https://cart.jd.com/gate.action?pid=10039927928178&pcount=1&ptype=1,加入购物车
,39.60,39.60,https://item.jd.com/43884714323.html,德芙巧克力礼盒装生日送女友超大礼包创意儿童糖果圣诞节平安夜新年会情人节礼物 心心相印紫色礼盒,巧克力,德芙巧克力礼盒装生日送女友超大礼包创意儿童糖果圣诞节平安夜新年会情人节礼物 心心相印紫色礼盒,1000+条评价,https://mall.jd.com/index-805041.html?from=pc,莲雅食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=43884714323&pcount=1&ptype=1,加入购物车
,19.80,19.80,https://item.jd.com/10038498190330.html,阿尔卑斯（ALPENLIEBE） 阿尔卑斯喜糖批发结婚糖果散装巧克力婚礼订婚专用喜枣早生贵子 小兄弟麦丽素500g（约99颗）,巧克力,阿尔卑斯（ALPENLIEBE） 阿尔卑斯喜糖批发结婚糖果散装巧克力婚礼订婚专用喜枣早生贵子 小兄弟麦丽素500g（约99颗）,2万+条评价,https://mall.jd.com/index-10580556.html?from=pc,昕梦食品专营店,"
								放心购
								免邮
								券88-3
						",https://cart.jd.com/gate.action?pid=10038498190330&pcount=1&ptype=1,加入购物车
,27.90,27.90,https://item.jd.com/10066691188249.html,瑞特滋（RITTER SPORT）德国瑞特滋榛子黑巧克力扁桃仁坚果夹心牛奶白巧威化什锦夹心 瑞特滋圣诞限定100g,巧克力,瑞特滋（RITTER SPORT）德国瑞特滋榛子黑巧克力扁桃仁坚果夹心牛奶白巧威化什锦夹心 瑞特滋圣诞限定100g,500+条评价,https://mall.jd.com/index-11810398.html?from=pc,艾顿伯爵官方旗舰店,"
								满赠
						",https://cart.jd.com/gate.action?pid=10066691188249&pcount=1&ptype=1,加入购物车
,30.90,30.90,https://item.jd.com/10041434219239.html,德芙（Dove） 经典巧克力休闲零食糖果实惠分享碗装圣诞节送女友节日礼物 香浓黑巧克力,巧克力,德芙（Dove） 经典巧克力休闲零食糖果实惠分享碗装圣诞节送女友节日礼物 香浓黑巧克力,2000+条评价,https://mall.jd.com/index-11592250.html?from=pc,德芙旗舰店,"
						",https://cart.jd.com/gate.action?pid=10041434219239&pcount=1&ptype=1,加入购物车
,63.80,63.80,https://item.jd.com/10020626632558.html,德芙（Dove） 新货巧克力礼盒装碗装喜糖伴手礼【新老包装随机发】圣诞节糖果零食礼盒装 【2碗】香浓黑巧+奶香白巧,巧克力,日期新鲜，香醇可口,2万+条评价,https://mall.jd.com/index-24923.html?from=pc,喜年华食品旗舰店,"
						",https://cart.jd.com/gate.action?pid=10020626632558&pcount=1&ptype=1,加入购物车
,59.80,59.80,https://item.jd.com/10026586400739.html,士力架 花生夹心巧克力花生巧克力夹心散装糖果零食新圣诞节礼物糖果 散装1kg-约48根,巧克力,多种规格可选,2000+条评价,https://mall.jd.com/index-657054.html?from=pc,青发食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=10026586400739&pcount=1&ptype=1,加入购物车
,64.80,64.80,https://item.jd.com/10025251672054.html,费列罗（Ferrero Rocher） 大金球125g榛果巧克力金球生日礼物情人节送女友新年公司年货 费列罗125g+礼盒+礼袋,巧克力,金球礼带颜色随机发，礼盒款款式颜色随机发，不支持备注。,500+条评价,https://mall.jd.com/index-164177.html?from=pc,费德食品专营店,"
						",https://cart.jd.com/gate.action?pid=10025251672054&pcount=1&ptype=1,加入购物车
,19.80,19.80,https://item.jd.com/10032093236.html,"
德芙（Dove）丝滑牛奶巧克力礼盒装圣诞节糖果礼物送女生男友老婆生日礼物情人节礼物零食婚庆喜糖伴手礼",巧克力,铁盒图案多种，随机发货，可作生日礼物、节日礼品，不让爱等待——爱TA就要告诉TA~送礼推荐礼盒~,5000+条评价,https://mall.jd.com/index-156110.html?from=pc,梦蕾精灵食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=10032093236&pcount=1&ptype=1,加入购物车
,58.00,58.00,https://item.jd.com/66981968742.html,怡浓 【2桶装】 可可脂麦丽素桶装520g夹心黑巧克力朱古力豆脆心休闲零食送孩子儿童情人礼物 2桶牛奶麦丽素,巧克力,怡浓 【2桶装】 可可脂麦丽素桶装520g夹心黑巧克力朱古力豆脆心休闲零食送孩子儿童情人礼物 2桶牛奶麦丽素,200+条评价,https://mall.jd.com/index-69635.html?from=pc,怡浓旗舰店,"
								2件8折
						",https://cart.jd.com/gate.action?pid=66981968742&pcount=1&ptype=1,加入购物车
,72.00,72.00,https://item.jd.com/65574820203.html,瑞士莲（lindt） 巧克力喜糖散装进口软心球黑巧结婚批发婚庆婚礼装送礼佳品 牛奶巧克力口味散装500g,巧克力,瑞士莲（lindt） 巧克力喜糖散装进口软心球黑巧结婚批发婚庆婚礼装送礼佳品 牛奶巧克力口味散装500g,1000+条评价,https://mall.jd.com/index-38157.html?from=pc,爱巧官方旗舰店,"
								满67-1
						",https://cart.jd.com/gate.action?pid=65574820203&pcount=1&ptype=1,加入购物车
,129.00,129.00,https://item.jd.com/10027794644132.html,"
爱普诗85%黑巧克力500g 瑞士进口 高可可含量 圣诞礼物 年货休息零食 85%黑巧克力500g",巧克力,爱普诗85%黑巧克力500g 瑞士进口 高可可含量 圣诞礼物 年货休息零食 85%黑巧克力500g,200+条评价,https://mall.jd.com/index-188437.html?from=pc,爱普诗旗舰店,"
								京东物流
								2件9折
						",https://cart.jd.com/gate.action?pid=10027794644132&pcount=1&ptype=1,加入购物车
,216.00,216.00,https://item.jd.com/30745648643.html,"爱心东东	
ROYCE 日本生巧克力125g牛奶原味情人节送女友男友生日礼物圣诞节礼盒 【推荐，融化包赔】原味+抹茶味",巧克力,巧克力礼盒送礼，可留言备注代写贺卡，由于到货时间不固定，可能有些需要等待，如果比较着急的客户，建议先咨询下客服可可夹心礼盒,1万+条评价,https://mall.jd.com/index-807823.html?from=pc,洛永星官方旗舰店,"
								券3-1
								满19-5
						",https://cart.jd.com/gate.action?pid=30745648643&pcount=1&ptype=1,加入购物车
,59.90,59.90,https://item.jd.com/66610194986.html,瑞特滋（RITTER SPORT） 运动瑞特斯波德100g*5块全榛子果仁牛奶白巧黑巧克力组合 全榛子牛奶巧克力100g*5块,巧克力,瑞特滋（RITTER SPORT） 运动瑞特斯波德100g*5块全榛子果仁牛奶白巧黑巧克力组合 全榛子牛奶巧克力100g*5块,2000+条评价,https://mall.jd.com/index-38195.html?from=pc,欧美食品专营店,"
						",https://cart.jd.com/gate.action?pid=66610194986&pcount=1&ptype=1,加入购物车
,28.80,28.80,https://item.jd.com/10037867169485.html,马来西亚进口艾菲尔松露黑巧克力400克礼盒装巧克力喜糖年货糖果 松露巧克力400克X1盒(黑礼盒),巧克力,礼盒装送礼佳品~,62条评价,https://mall.jd.com/index-698441.html?from=pc,巨思酒类专营店,"
						",https://cart.jd.com/gate.action?pid=10037867169485&pcount=1&ptype=1,加入购物车
,32.80,32.80,https://item.jd.com/10065586402876.html,高岗（Takaoka） 日本原装进口 巧克力生巧克力高冈 独立包装情人节礼物送男女友万圣节糖果 白巧克力165g（约37颗）,巧克力,高岗（Takaoka） 日本原装进口 巧克力生巧克力高冈 独立包装情人节礼物送男女友万圣节糖果 白巧克力165g（约37颗）,6条评价,https://mall.jd.com/index-10366363.html?from=pc,十瓣月亮食品旗舰店,"
								京东物流
								券199-10
								满33-10
						",https://cart.jd.com/gate.action?pid=10065586402876&pcount=1&ptype=1,加入购物车
,60.90,60.90,https://item.jd.com/10037699911128.html,每日黑巧 燕麦奶黑巧克力20片装 零添加白砂糖巧克力制品黑巧克力办公室糖果 圣诞节礼物婚庆喜糖伴手礼 燕麦拿铁味,巧克力,每日黑巧 燕麦奶黑巧克力20片装 零添加白砂糖巧克力制品黑巧克力办公室糖果 圣诞节礼物婚庆喜糖伴手礼 燕麦拿铁味,2000+条评价,https://mall.jd.com/index-10261923.html?from=pc,每日黑巧官方旗舰店,"
								券159-20
								赠
						",https://cart.jd.com/gate.action?pid=10037699911128&pcount=1&ptype=1,加入购物车
,42.90,42.90,https://item.jd.com/10041841247416.html,歌帝梵（Godiva）比利时GODIVA黑巧克力进口巧克力片排块迷你巧克力片 72%可可黑巧90克,巧克力,夏季高温巧克力有融化风险，我们尽力做好措施：冰袋+泡沫箱打包发货！客观风险，融化不赔不退不换，介意勿拍！,1000+条评价,https://mall.jd.com/index-875472.html?from=pc,狄妮莎官方旗舰店,"
								券99-3
						",https://cart.jd.com/gate.action?pid=10041841247416&pcount=1&ptype=1,加入购物车
,16.50,16.50,https://item.jd.com/10042952929454.html,瑞特滋 原瑞特斯波徳Ritter Sport德国进口全榛子牛奶黑巧克力 休闲零食节日礼物 100g 可可威化饼干夹心牛奶巧克力,巧克力,新老包装随机发货,2000+条评价,https://mall.jd.com/index-17556.html?from=pc,圣托尼旗舰店,"
						",https://cart.jd.com/gate.action?pid=10042952929454&pcount=1&ptype=1,加入购物车
,29.90,29.90,https://item.jd.com/100034427629.html,"
可味高纤燕麦巧克力60克纯可可脂高膳食纤维健身饱腹能量营养加班零食",巧克力,可味高纤燕麦巧克力60克纯可可脂高膳食纤维健身饱腹能量营养加班零食,2000+条评价,https://mall.jd.com/index-1000372372.html?from=pc,可味京东自营旗舰店,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100034427629&pcount=1&ptype=1,加入购物车
,16.50,16.50,https://item.jd.com/10041845654643.html,瑞特斯波德（RitterSport）牛奶巧克力 瑞特滋浓醇黑巧牛奶夹心排块送女友 全榛子牛奶巧克力,巧克力,夏日炎炎，巧克力易融化，对巧克力融化比较介意的朋友慎拍~（店铺发货会随货放冰袋，但是在运输途中气温过高，并不能完全避免类似的情况发生！）,2000+条评价,https://mall.jd.com/index-763546.html?from=pc,研盛物语旗舰店,"
						",https://cart.jd.com/gate.action?pid=10041845654643&pcount=1&ptype=1,加入购物车
,29.90,29.90,https://item.jd.com/71969227644.html,M&M’s MMS巧克力豆花生牛奶味m豆巧克力圣诞节礼物糖果零食 mms牛奶+花生混合巧克力豆270g,巧克力,M&M’s MMS巧克力豆花生牛奶味m豆巧克力圣诞节礼物糖果零食 mms牛奶+花生混合巧克力豆270g,2000+条评价,https://mall.jd.com/index-24923.html?from=pc,喜年华食品旗舰店,"
						",https://cart.jd.com/gate.action?pid=71969227644&pcount=1&ptype=1,加入购物车
,135.80,135.80,https://item.jd.com/11841549338.html,瑞士莲（Lindt） 进口lindt瑞士莲软心巧克力喜糖1200g牛奶焦糖白巧黑巧克力球婚庆糖果 红色--牛奶味1kg,巧克力,瑞士莲（Lindt） 进口lindt瑞士莲软心巧克力喜糖1200g牛奶焦糖白巧黑巧克力球婚庆糖果 红色--牛奶味1kg,5000+条评价,https://mall.jd.com/index-645393.html?from=pc,铂金酥官方旗舰店,"
								满199-10
						",https://cart.jd.com/gate.action?pid=11841549338&pcount=1&ptype=1,加入购物车
,31.90,31.90,https://item.jd.com/10064651518093.html,瑞特斯波德（RitterSport） 德国原装进口瑞特滋运动巧克力夹心榛子排块牛奶可可果仁零食 迷你什锦巧克力（9片）150g,巧克力,瑞特斯波德（RitterSport） 德国原装进口瑞特滋运动巧克力夹心榛子排块牛奶可可果仁零食 迷你什锦巧克力（9片）150g,200+条评价,https://mall.jd.com/index-653971.html?from=pc,趣淘进口食品专营店,"
								满赠
						",https://cart.jd.com/gate.action?pid=10064651518093&pcount=1&ptype=1,加入购物车
,75.00,75.00,https://item.jd.com/10040413078880.html,明治（meiji） 澳洲坚果夹心巧克力 巴旦木黑巧克力喜糖婚庆年货团购四口味可选 巴旦木夹心黑巧克力80g*5盒,巧克力,明治（meiji） 澳洲坚果夹心巧克力 巴旦木黑巧克力喜糖婚庆年货团购四口味可选 巴旦木夹心黑巧克力80g*5盒,1000+条评价,https://mall.jd.com/index-17752.html?from=pc,裕品食品专营店,"
								2件9.5折
						",https://cart.jd.com/gate.action?pid=10040413078880&pcount=1&ptype=1,加入购物车
,68.80,68.80,https://item.jd.com/10065256093981.html,徐福记 巧克力夹心混合口味奇欧比新年货零食喜糖批发（代可可脂） 【2022新货】巧克力金币散装1000g（约84枚,巧克力,徐福记巧克力，多种口味混合，甜蜜暴击来袭，口口甜蜜,500+条评价,https://mall.jd.com/index-11597472.html?from=pc,枫巢食品专营店,"
						",https://cart.jd.com/gate.action?pid=10065256093981&pcount=1&ptype=1,加入购物车
,113.90,113.90,https://item.jd.com/10042007189159.html,乌克兰进口 如胜（ROSHEN）神枪手系列酒心巧克力礼盒150g 三种口味可选 送女友圣诞节礼物 三种口味各1盒，共3盒,巧克力,乌克兰进口 如胜（ROSHEN）神枪手系列酒心巧克力礼盒150g 三种口味可选 送女友圣诞节礼物 三种口味各1盒，共3盒,200+条评价,https://mall.jd.com/index-10345102.html?from=pc,食为天食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=10042007189159&pcount=1&ptype=1,加入购物车
,189.00,189.00,https://item.jd.com/10062334967046.html,瑞士莲 lindt瑞士进口瑞士莲软心巧克力球600克混装lindor婚庆喜糖圣诞 新款瑞士莲黑巧混装600克*2,巧克力,正品授权！团购送礼~员工福利~,100+条评价,https://mall.jd.com/index-11810398.html?from=pc,艾顿伯爵官方旗舰店,"
								赠
						",https://cart.jd.com/gate.action?pid=10062334967046&pcount=1&ptype=1,加入购物车
,108.00,108.00,https://item.jd.com/10056774260975.html,"京东国际	
意大利进口 费列罗(FERRERO)榛果威化巧克力 员工福利婚庆喜糖零食 七夕情人节礼物 30粒礼盒装375g",巧克力,意大利进口 费列罗(FERRERO)榛果威化巧克力 员工福利婚庆喜糖零食 七夕情人节礼物 30粒礼盒装375g,47条评价,https://mall.jd.com/index-12197696.html?from=pc,聚益力食品海外专营店,"
								京东物流
								券99-10
						",https://cart.jd.com/gate.action?pid=10056774260975&pcount=1&ptype=1,加入购物车
,9.90,9.90,https://item.jd.com/10026750628604.html,士力架 巧克力夹心花生牛奶桶装礼盒全家桶散装糖果零食 【单支】士力架（花生夹心）51g,巧克力,感恩节平安夜圣诞节新年糖果结婚成双喜糖12.12提前购送父母男女朋友学生宿舍坚果蜜饯饼干蛋糕麻辣肉干肉脯糖果巧克力方便面火腿办公室休闲零食买豆浆送杯子两份更优惠,100+条评价,https://mall.jd.com/index-946177.html?from=pc,秋和食品专营店,"
						",https://cart.jd.com/gate.action?pid=10026750628604&pcount=1&ptype=1,加入购物车
,17.90,17.90,https://item.jd.com/10035284497749.html,爱宝露 坚果能量花生夹心巧克力能量棒 喜糖果休闲零食品充饥抗饿好搭档家庭袋装罐装 258g*2袋,巧克力,爱宝露 坚果能量花生夹心巧克力能量棒 喜糖果休闲零食品充饥抗饿好搭档家庭袋装罐装 258g*2袋,1000+条评价,https://mall.jd.com/index-10083144.html?from=pc,盛新食品专营店,"
						",https://cart.jd.com/gate.action?pid=10035284497749&pcount=1&ptype=1,加入购物车
,129.00,129.00,https://item.jd.com/43331763011.html,"
爱普诗圣诞节74%黑巧克力礼盒 生日礼物 伴手礼 表白礼物 休闲零食年货 瑞士进口74%黑巧500g铁罐",巧克力,爱普诗圣诞节74%黑巧克力礼盒 生日礼物 伴手礼 表白礼物 休闲零食年货 瑞士进口74%黑巧500g铁罐,1000+条评价,https://mall.jd.com/index-188437.html?from=pc,爱普诗旗舰店,"
								京东物流
								2件8折
						",https://cart.jd.com/gate.action?pid=43331763011&pcount=1&ptype=1,加入购物车
,79.00,79.00,https://item.jd.com/100042808659.html,"
吉利莲 比利时进口海马形巧克力零食年货圣诞生日礼物精选4味礼盒154g",巧克力,"【比利时进口】活动到手价：64，经典配比，多种口味，丝滑醇香，坚持选用优质西非可可果为原料，味蕾享受，浪漫启航，客服热线：15980593503,更多猛戳~",10万+条评价,https://mall.jd.com/index-1000372082.html?from=pc,吉利莲官方京东自营旗舰店,"
								自营
								新品
								秒杀
								满79-20
						",https://cart.jd.com/gate.action?pid=100042808659&pcount=1&ptype=1,加入购物车
,84.00,84.00,https://item.jd.com/10062578226837.html,明治（Meiji） 巴旦木夹心巧克力黑巧克力果粒谷物燕麦巧克力四种口味可选  巴旦木夹心黑巧克力80g *5盒,巧克力,明治（Meiji） 巴旦木夹心巧克力黑巧克力果粒谷物燕麦巧克力四种口味可选  巴旦木夹心黑巧克力80g *5盒,2000+条评价,https://mall.jd.com/index-31616.html?from=pc,明治旗舰店,"
						",https://cart.jd.com/gate.action?pid=10062578226837&pcount=1&ptype=1,加入购物车
,26.80,26.80,https://item.jd.com/10042281687039.html,爱莲巧（alenka）俄罗斯娃娃头巧克力纯黑迷你巧克力42块×15g爱莲巧礼盒 黑巧—原味—14块,巧克力,爱莲巧（alenka）俄罗斯娃娃头巧克力纯黑迷你巧克力42块×15g爱莲巧礼盒 黑巧—原味—14块,100+条评价,https://mall.jd.com/index-10148305.html?from=pc,领军食品专营店,"
						",https://cart.jd.com/gate.action?pid=10042281687039&pcount=1&ptype=1,加入购物车
https://img11.360buyimg.com/n7/jfs/t1/93178/2/32845/139971/639306c4E6cc2ce9f/79509ed34e3bc3dc.jpg,158.00,158.00,https://item.jd.com/10064101000071.html,每日黑巧 好好好运新年礼盒黑巧克力礼品98%可可固形物圣诞节礼物送女生,巧克力,每日黑巧 好好好运新年礼盒黑巧克力礼品98%可可固形物圣诞节礼物送女生,200+条评价,https://mall.jd.com/index-10261923.html?from=pc,每日黑巧官方旗舰店,"
						",https://cart.jd.com/gate.action?pid=10064101000071&pcount=1&ptype=1,加入购物车
https://img10.360buyimg.com/n7/jfs/t1/221555/15/20422/224786/63048123E58646123/ea623a912530b0f2.jpg,21.80,21.80,https://item.jd.com/18967372975.html,健达kinder开心快乐河马牛奶巧克力夹心103.5g*6盒装儿童休闲零食生日礼物 河马造型巧克力103.5g*1盒,巧克力,零食嗨吃购不停~部分商品满199元-100元,500+条评价,https://mall.jd.com/index-57865.html?from=pc,牧丰物语旗舰店,"
						",https://cart.jd.com/gate.action?pid=18967372975&pcount=1&ptype=1,加入购物车
https://img13.360buyimg.com/n7/jfs/t1/24014/35/19011/122158/6353a339E016e17dd/f65bbec080861623.jpg,79.00,79.00,https://item.jd.com/10055876209593.html,费列罗（FERRERO） 榛果威化巧克力礼盒圣诞礼物结婚喜糖情人节送女友闺蜜休闲零食 费列罗30粒盒装375g,巧克力,费列罗（FERRERO） 榛果威化巧克力礼盒圣诞礼物结婚喜糖情人节送女友闺蜜休闲零食 费列罗30粒盒装375g,49条评价,https://mall.jd.com/index-12208958.html?from=pc,礼梅进口食品小店,"
						",https://cart.jd.com/gate.action?pid=10055876209593&pcount=1&ptype=1,加入购物车
https://img14.360buyimg.com/n7/jfs/t1/51558/25/16800/301320/6390711fE535f6fcf/e4be025db500d57b.jpg,39.90,39.90,https://item.jd.com/10066528561049.html,德芙（Dove） 丝滑牛奶巧克力 圣诞节糖果礼物礼盒装年货送女友朋友生日喜糖 德芙黑色甜蜜礼盒,巧克力,德芙（Dove） 丝滑牛奶巧克力 圣诞节糖果礼物礼盒装年货送女友朋友生日喜糖 德芙黑色甜蜜礼盒,2万+条评价,https://mall.jd.com/index-38157.html?from=pc,爱巧官方旗舰店,"
								2件9折
						",https://cart.jd.com/gate.action?pid=10066528561049&pcount=1&ptype=1,加入购物车
https://img13.360buyimg.com/n7/jfs/t1/205755/14/15961/201285/61977083E0421d81a/5127b1319bd2e348.jpg,49.00,49.00,https://item.jd.com/10547495503.html,歌斐颂 纯可可脂黑巧克力礼盒 情人节七夕圣诞节生日礼物 休闲零食糖果礼盒38三八妇女节礼物 圣诞款,巧克力,歌斐颂 纯可可脂黑巧克力礼盒 情人节七夕圣诞节生日礼物 休闲零食糖果礼盒38三八妇女节礼物 圣诞款,2000+条评价,https://mall.jd.com/index-80224.html?from=pc,歌斐颂旗舰店,"
						",https://cart.jd.com/gate.action?pid=10547495503&pcount=1&ptype=1,加入购物车
https://img12.360buyimg.com/n7/jfs/t1/160751/33/16521/444772/6069817fE71152c02/5943438f3dd0445f.jpg,28.80,28.80,https://item.jd.com/1468992777.html,老布特 黑巧克力200g木糖醇巧克力儿童休闲零食糖果无添加蔗糖无糖精血糖高孕妇中老年糖尿病人食品 老布特黑巧克力200g*1袋,巧克力,7年老店信誉保证，欢迎新老客户光临，无加蔗糖食品专卖，是糖友们健康选择，满额再送小零食。,1000+条评价,https://mall.jd.com/index-100400.html?from=pc,丰邑食品专营店,"
								满赠
						",https://cart.jd.com/gate.action?pid=1468992777&pcount=1&ptype=1,加入购物车
,19.90,19.90,https://item.jd.com/10058795337323.html,明治（meiji） meiji 明治巧克力雪吻巧克力62g 明治雪吻巧克力盒装多口味 巧克力明治雪吻 明治巧克力雪吻草莓味62g,巧克力,随机两盒可指定，如果指定无货会通知，在发货前未回应，则在有货产品随机发货,100+条评价,https://mall.jd.com/index-11810643.html?from=pc,优贝甄选ubess旗舰店,"
						",https://cart.jd.com/gate.action?pid=10058795337323&pcount=1&ptype=1,加入购物车
,89.00,89.00,https://item.jd.com/10043700034688.html,精致【俄罗斯国家馆】俄罗斯进口黑苦巧克力代餐零食情人节圣诞节礼物 世家医生85%可可5块,巧克力,精致【俄罗斯国家馆】俄罗斯进口黑苦巧克力代餐零食情人节圣诞节礼物 世家医生85%可可5块,5000+条评价,https://mall.jd.com/index-10024437.html?from=pc,俄罗斯国家馆,"
						",https://cart.jd.com/gate.action?pid=10043700034688&pcount=1&ptype=1,加入购物车
,65.90,65.90,https://item.jd.com/10039900888985.html,诺梵5盒装纯黑可可脂35%-100%黑巧克力 黑巧（100%+88%+72%+65%*2）,巧克力,诺梵5盒装纯黑可可脂35%-100%黑巧克力 黑巧（100%+88%+72%+65%*2）,1000+条评价,https://mall.jd.com/index-22435.html?from=pc,诺梵官方旗舰店,"
						",https://cart.jd.com/gate.action?pid=10039900888985&pcount=1&ptype=1,加入购物车
,60.00,60.00,https://item.jd.com/10055681231707.html,蜜诺芙 进口纯可可液块边角料黑巧可可脂黑巧克力健身烘焙生酮零食无糖精 500g装【西非液块】（更细腻）,巧克力,蜜诺芙 进口纯可可液块边角料黑巧可可脂黑巧克力健身烘焙生酮零食无糖精 500g装【西非液块】（更细腻）,97条评价,https://mall.jd.com/index-12174371.html?from=pc,蜜诺芙官方旗舰店,"
						",https://cart.jd.com/gate.action?pid=10055681231707&pcount=1&ptype=1,加入购物车
,9.90,9.90,https://item.jd.com/10042235330171.html,思意达（siyida）格力奇巧克力夹心糖果办公休闲零食年货圣诞节礼物送女友 巧克力味*1盒,巧克力,思意达（siyida）格力奇巧克力夹心糖果办公休闲零食年货圣诞节礼物送女友 巧克力味*1盒,1000+条评价,https://mall.jd.com/index-926608.html?from=pc,思意达官方旗舰店,"
								2件9折
						",https://cart.jd.com/gate.action?pid=10042235330171&pcount=1&ptype=1,加入购物车
,109.90,109.90,https://item.jd.com/10053456938547.html,德芙（Dove） 丝滑牛奶巧克力礼盒装 喜糖伴手95g德福儿童食品礼物送女友老婆休闲零食年货 德芙火烈鸟T18,巧克力,德芙（Dove） 丝滑牛奶巧克力礼盒装 喜糖伴手95g德福儿童食品礼物送女友老婆休闲零食年货 德芙火烈鸟T18,2000+条评价,https://mall.jd.com/index-685886.html?from=pc,中气食品专营店,"
								满109-40
						",https://cart.jd.com/gate.action?pid=10053456938547&pcount=1&ptype=1,加入购物车
,118.00,118.00,https://item.jd.com/10054246818308.html,费杜拉 feodora公爵夫人赌神同款巧克力薄片德国进口牛奶巧克力礼盒30片装结婚喜糖批发伴手礼 60%黑巧1盒,巧克力,费杜拉 feodora公爵夫人赌神同款巧克力薄片德国进口牛奶巧克力礼盒30片装结婚喜糖批发伴手礼 60%黑巧1盒,500+条评价,https://mall.jd.com/index-115647.html?from=pc,卡可芙旗舰店,"
								京东物流
								赠
						",https://cart.jd.com/gate.action?pid=10054246818308&pcount=1&ptype=1,加入购物车
,43.78,43.78,https://item.jd.com/100001074720.html,倍乐思（Beryl's）果仁夹心牛奶巧克力礼盒80g 马来西亚进口零食生日圣诞节礼物,巧克力,【年终盛典】进口食品会场，爆款直降！【叠加领券更优惠】随心凑!》》,5万+条评价,https://mall.jd.com/index-1000128744.html?from=pc,倍乐思Beryl's京东自营旗舰店,"
								自营
								品质溯源
						",https://cart.jd.com/gate.action?pid=100001074720&pcount=1&ptype=1,加入购物车
,58.00,58.00,https://item.jd.com/10031351951884.html,布歌（mvuke） 布歌东京金枕头形巧克力整颗榛子6粒   /15粒装伴手礼情人节礼物 榛子巧克力15颗装,巧克力,布歌（mvuke） 布歌东京金枕头形巧克力整颗榛子6粒   /15粒装伴手礼情人节礼物 榛子巧克力15颗装,100+条评价,https://mall.jd.com/index-10303651.html?from=pc,布歌官方旗舰店,"
						",https://cart.jd.com/gate.action?pid=10031351951884&pcount=1&ptype=1,加入购物车
,28.00,28.00,https://item.jd.com/10031351951882.html,布歌（mvuke） 布歌东京金枕头形巧克力整颗榛子6粒   /15粒装伴手礼情人节礼物 榛子巧克力6颗装,巧克力,布歌（mvuke） 布歌东京金枕头形巧克力整颗榛子6粒   /15粒装伴手礼情人节礼物 榛子巧克力6颗装,100+条评价,https://mall.jd.com/index-10303651.html?from=pc,布歌官方旗舰店,"
						",https://cart.jd.com/gate.action?pid=10031351951882&pcount=1&ptype=1,加入购物车
,64.50,64.50,https://item.jd.com/10025861464526.html,瑞特滋（RITTER SPORT）德国进口巧克力 原瑞特斯波德 榛子牛奶巧克力  休闲零食品 年货 口味自选5种，下单备注,巧克力,"目前有多种类型包装，随机发！注意！请知晓！瑞特斯波德=瑞特滋=RitterSport夏天可能会化,介意慎拍,化了不退不换不赔偿。",200+条评价,https://mall.jd.com/index-182873.html?from=pc,智勇食品专营店,"
						",https://cart.jd.com/gate.action?pid=10025861464526&pcount=1&ptype=1,加入购物车
