会员卡号,此次消费的会员积分,积分等级,年龄,年龄段,入会时长,消费次数,消费频率,消费金额,消费水平,平均每单金额,价值属性,最后一次消费距今时长,柜组名称
bc842ba5,4981.0,积分低等级,39,青年,1096,2,低频消费,4981.0,低消费水平,2490.5,单均价值一般,990,C31 ROTC柜
bc867726,1722.0,积分低等级,31,青年,1007,1,低频消费,1722.0,低消费水平,1722.0,单均价值一般,1007,wacoal柜
bc87355b,3725.0,积分低等级,32,青年,660,4,低频消费,3725.0,低消费水平,931.25,单均价值一般,455,CLARINS
bc8c6f3b,6400.0,积分低等级,34,青年,1055,1,低频消费,3200.0,低消费水平,3200.0,单均价值一般,1055,万宝龙柜(综合转男装)
bc8d22e3,13245.0,积分中等级,45,中年,217,2,低频消费,13245.0,中等消费水平,6622.5,单均价值高,33,LANCOME
bc8d2fab,2105.0,积分低等级,38,青年,631,2,低频消费,2105.0,低消费水平,1052.5,单均价值一般,499,Shu Uemura
bc8f3669,13180.0,积分中等级,43,中年,907,3,低频消费,13180.0,中等消费水平,4393.333333333333,单均价值高,559,LANCOME
bc8ffbd7,2344.0,积分低等级,33,青年,1018,2,低频消费,2344.0,低消费水平,1172.0,单均价值一般,477,迪奥柜
bc93bd77,6778.0,积分低等级,60,中年,562,2,低频消费,6778.0,低消费水平,3389.0,单均价值一般,562,V-GRASS柜
bc961689,234444.95,积分高等级,44,中年,1054,39,高频消费,269431.71,高消费水平,6908.505384615385,单均价值高,27,ASH 柜
bc9908f9,730.0,积分低等级,28,青年,257,3,低频消费,920.0,低消费水平,306.6666666666667,单均价值低,83,科颜氏(Kiehl's)
bc9f6116,1970.0,积分低等级,42,中年,520,35,高频消费,113725.7,高消费水平,3249.305714285714,单均价值一般,102,雅诗兰黛ESTEE LAUDER
bca1c2c7,950.0,积分低等级,35,青年,21,1,低频消费,950.0,低消费水平,950.0,单均价值一般,21,欧舒丹柜
bca48ee7,2540.0,积分低等级,32,青年,1037,2,低频消费,2540.0,低消费水平,1270.0,单均价值一般,1037,科颜氏柜
bca63d0b,30183.0,积分中等级,46,中年,993,10,中频消费,57341.66,中等消费水平,5734.166,单均价值高,404,宝姿柜
bca6c9f5,18825.0,积分中等级,42,中年,1032,4,低频消费,18825.0,中等消费水平,4706.25,单均价值高,661,雅诗兰黛ESTEE LAUDER
bca99c7e,1500.0,积分低等级,31,青年,954,1,低频消费,1500.0,低消费水平,1500.0,单均价值一般,954,迪奥(Dior)
bcaee33a,19974.0,积分中等级,38,青年,633,12,中频消费,19973.5,中等消费水平,1664.4583333333333,单均价值一般,8,Fancl柜
bcafe09f,1490.0,积分低等级,31,青年,4,1,低频消费,1490.0,低消费水平,1490.0,单均价值一般,4,CHANEL
bcb1a5ca,5683.0,积分低等级,56,中年,632,4,低频消费,7374.6,低消费水平,1843.65,单均价值一般,1,莱尔斯丹（新）
bcb2d6b0,8460.0,积分低等级,33,青年,596,2,低频消费,8460.0,低消费水平,4230.0,单均价值高,399,GUERLAIN
bcb5c795,175471.0,积分高等级,39,青年,1079,23,中频消费,192354.62,高消费水平,8363.244347826087,单均价值高,4,iblues柜
bcb7b384,18334.0,积分中等级,31,青年,622,13,中频消费,18334.0,中等消费水平,1410.3076923076924,单均价值一般,221,GUERLAIN
bcb875b8,1590.0,积分低等级,39,青年,56,1,低频消费,1590.0,低消费水平,1590.0,单均价值一般,56,阿玛尼GIORGIO ARMANI
bcb8a5d6,3704.0,积分低等级,39,青年,1051,3,低频消费,4104.0,低消费水平,1368.0,单均价值一般,1051,雅氏 柜
bcbdad92,12705.0,积分中等级,49,中年,1045,8,中频消费,45191.8,中等消费水平,5648.975,单均价值高,102,六福柜
bcbde31d,4928.0,积分低等级,40,青年,73,2,低频消费,4928.0,低消费水平,2464.0,单均价值一般,73,JORYA
bcbf2e86,610.0,积分低等级,34,青年,321,2,低频消费,610.0,低消费水平,305.0,单均价值低,240,BOBBI BROWN
bcc37673,31052.0,积分中等级,31,青年,647,8,中频消费,31791.760000000002,中等消费水平,3973.9700000000003,单均价值高,36,欧舒丹柜
bcc805e4,3055.0,积分低等级,38,青年,923,3,低频消费,10034.0,中等消费水平,3344.6666666666665,单均价值一般,889,雅诗兰黛ESTEE LAUDER
bcc81a33,1566.0,积分低等级,43,中年,894,1,低频消费,7830.0,低消费水平,7830.0,单均价值高,894,瑞士钟表柜
bccc052a,2625.0,积分低等级,50,中年,1098,2,低频消费,2625.0,低消费水平,1312.5,单均价值一般,643,CANUDILO柜
bccdf8a5,80964.0,积分中等级,46,中年,1095,19,中频消费,80964.0,中等消费水平,4261.263157894737,单均价值高,381,雅诗兰黛ESTEE LAUDER
bccf5037,5642.0,积分低等级,37,青年,963,6,低频消费,5642.23,低消费水平,940.3716666666666,单均价值一般,903,nisiss
bcd0ff3c,3315.0,积分低等级,50,中年,1033,2,低频消费,3315.0,低消费水平,1657.5,单均价值一般,83,芭芭麻麻
bcd42957,2040.0,积分低等级,23,青年,941,3,低频消费,4191.0,低消费水平,1397.0,单均价值一般,540,CLARINS
bcd5121d,3872.0,积分低等级,41,中年,369,5,低频消费,3872.0,低消费水平,774.4,单均价值一般,160,Aimer
bcd52398,2170.0,积分低等级,29,青年,906,2,低频消费,2170.0,低消费水平,1085.0,单均价值一般,467,CHANEL
bcd558f6,0.0,积分低等级,35,青年,325,3,低频消费,5720.0,低消费水平,1906.6666666666667,单均价值一般,276,COACH 柜
bcd732b7,38.0,积分低等级,31,青年,975,1,低频消费,538.0,低消费水平,538.0,单均价值一般,975,OXETTE柜
bcd85112,1890.0,积分低等级,33,青年,887,2,低频消费,1890.0,低消费水平,945.0,单均价值一般,163,科颜氏(Kiehl's)
bcd9abc3,2356.0,积分低等级,46,中年,1051,6,低频消费,4965.8,低消费水平,827.6333333333333,单均价值一般,197,兰芝柜
bcda6a70,1270.0,积分低等级,37,青年,1053,2,低频消费,6049.0,低消费水平,3024.5,单均价值一般,866,SK-II
bcdc6114,102624.0,积分高等级,28,青年,1093,18,中频消费,147389.7,高消费水平,8188.3166666666675,单均价值高,573,JuicyCouture柜
bce05400,3000.0,积分低等级,27,青年,633,1,低频消费,3000.0,低消费水平,3000.0,单均价值一般,633,YSL
bce39991,288.0,积分低等级,48,中年,1035,1,低频消费,1440.0,低消费水平,1440.0,单均价值一般,1035,六福柜
bce3fdc5,40226.0,积分中等级,37,青年,473,7,中频消费,40226.0,中等消费水平,5746.571428571428,单均价值高,425,PORTS
bce40011,10032.0,积分中等级,30,青年,725,7,中频消费,10352.0,中等消费水平,1478.857142857143,单均价值一般,115,Lee柜
bcea21a5,10992.0,积分中等级,44,中年,649,2,低频消费,10992.0,中等消费水平,5496.0,单均价值高,641,V-GRASS柜
bceaf47d,310.0,积分低等级,29,青年,1075,1,低频消费,310.0,低消费水平,310.0,单均价值低,1075,迪奥柜
bcec308d,447.0,积分低等级,32,青年,963,1,低频消费,447.0,低消费水平,447.0,单均价值低,963,soho柜
bcec4777,630.0,积分低等级,33,青年,1093,1,低频消费,630.0,低消费水平,630.0,单均价值一般,1093,茱莉蔻 柜
bcecfd94,2390.0,积分低等级,30,青年,1006,5,低频消费,2390.0,低消费水平,478.0,单均价值低,508,科颜氏柜
bced58bd,13368.0,积分中等级,46,中年,979,5,低频消费,13368.0,中等消费水平,2673.6,单均价值一般,871,芭比波朗(BOBBI BROWN
bceeefea,25304.0,积分中等级,37,青年,554,9,中频消费,27461.1,中等消费水平,3051.233333333333,单均价值一般,28,LIME
bcef8f4a,0.0,积分低等级,1,少年,181,1,低频消费,166.6,低消费水平,166.6,单均价值低,181,兰芝柜
bcf263a5,3411.0,积分低等级,23,青年,1012,2,低频消费,3411.0,低消费水平,1705.5,单均价值一般,1012,迪奥柜
bcf4df70,0.0,积分低等级,22,青年,128,3,低频消费,7074.0,低消费水平,2358.0,单均价值一般,128,Dior
bcf7c673,2624.0,积分低等级,55,中年,573,1,低频消费,2624.0,低消费水平,2624.0,单均价值一般,573,铠琪 柜
bcf81a8f,17161.0,积分中等级,49,中年,1060,11,中频消费,22625.0,中等消费水平,2056.818181818182,单均价值一般,158,兰芝柜
bcf9e91b,4894.0,积分低等级,43,中年,1061,2,低频消费,4894.0,低消费水平,2447.0,单均价值一般,1060,ELLE男包专柜
bcfc48dd,290.0,积分低等级,28,青年,450,1,低频消费,290.0,低消费水平,290.0,单均价值低,450,雅诗兰黛ESTEE LAUDER
bd009694,2210.0,积分低等级,32,青年,951,4,低频消费,2210.0,低消费水平,552.5,单均价值一般,653,AUPRES
bd017000,12934.0,积分中等级,42,中年,648,9,中频消费,12934.0,中等消费水平,1437.111111111111,单均价值一般,75,CLINIQUE
bd09cd9f,6258.0,积分低等级,65,中年,190,8,中频消费,10014.58,中等消费水平,1251.8225,单均价值一般,102,雅芳婷柜
bd0d1393,0.0,积分低等级,34,青年,655,1,低频消费,1190.0,低消费水平,1190.0,单均价值一般,655,GORNIA柜
bd0d2533,1440.0,积分低等级,30,青年,3,1,低频消费,720.0,低消费水平,720.0,单均价值一般,3,宝岛眼镜
bd0d75ac,0.0,积分低等级,33,青年,304,1,低频消费,7600.0,低消费水平,7600.0,单均价值高,304,HUGO BOSS柜
bd0dd32f,296220.03,积分高等级,53,中年,659,19,中频消费,319595.88,高消费水平,16820.835789473684,单均价值高,127,MAX&CO柜
bd10e276,2355.0,积分低等级,40,青年,171,1,低频消费,2355.0,低消费水平,2355.0,单均价值一般,171,比华利.保罗 柜
bd1103a5,5924.0,积分低等级,28,青年,1078,4,低频消费,5924.0,低消费水平,1481.0,单均价值一般,924,芝宝柜
bd14ad5b,6.0,积分低等级,44,中年,582,2,低频消费,4006.0,低消费水平,2003.0,单均价值一般,582,同仁堂 农柜
bd14b44f,26045.0,积分中等级,42,中年,1055,14,中频消费,26984.1,中等消费水平,1927.435714285714,单均价值一般,29,JNBY
bd154883,1520.0,积分低等级,50,中年,1074,1,低频消费,1520.0,低消费水平,1520.0,单均价值一般,1074,香奈儿柜
bd157ccb,6038.0,积分低等级,33,青年,1061,5,低频消费,8086.2,低消费水平,1617.24,单均价值一般,578,迪桑娜柜
bd16b189,20320.0,积分中等级,32,青年,1012,13,中频消费,22135.0,中等消费水平,1702.6923076923076,单均价值一般,46,OHUI/后
bd16bd0a,7212.0,积分低等级,43,中年,986,5,低频消费,7212.4,低消费水平,1442.48,单均价值一般,48,Juicy Couture
bd16c22f,7056.0,积分低等级,45,中年,612,4,低频消费,16128.0,中等消费水平,4032.0,单均价值高,457,吉弗雷 柜
bd1738f0,60.0,积分低等级,40,青年,17,1,低频消费,60.0,低消费水平,60.0,单均价值低,17,Shu Uemura
bd184cb4,3631.0,积分低等级,44,中年,654,9,中频消费,13053.7,中等消费水平,1450.4111111111113,单均价值一般,37,VME柜
bd1eaf24,4747.0,积分低等级,33,青年,1052,3,低频消费,5047.0,低消费水平,1682.3333333333333,单均价值一般,1052,PAWINPAW 柜
bd27c26d,399.0,积分低等级,30,青年,725,1,低频消费,399.0,低消费水平,399.0,单均价值低,725,THE SHOES BAR
bd27e9bb,1060.0,积分低等级,38,青年,1047,1,低频消费,1060.0,低消费水平,1060.0,单均价值一般,1047,香奈儿柜
bd2b1c95,8045.0,积分低等级,36,青年,1093,15,中频消费,8979.8,低消费水平,598.6533333333333,单均价值一般,80,CLARINS
bd2ca6d9,955.0,积分低等级,33,青年,924,1,低频消费,955.0,低消费水平,955.0,单均价值一般,924,娇韵诗(CLARINS)
bd2e29ef,6732.0,积分低等级,32,青年,1024,3,低频消费,6732.0,低消费水平,2244.0,单均价值一般,1024,soho柜
bd3376a0,2822.0,积分低等级,41,中年,1052,2,低频消费,3122.0,低消费水平,1561.0,单均价值一般,1052,莱尔斯丹柜
bd341ffb,830.0,积分低等级,37,青年,529,1,低频消费,830.0,低消费水平,830.0,单均价值一般,529,Dior
bd35e0f2,4164.0,积分低等级,33,青年,593,8,中频消费,5631.5,低消费水平,703.9375,单均价值一般,11,LANCOME
bd3a68ae,11280.0,积分中等级,37,青年,937,3,低频消费,11280.0,中等消费水平,3760.0,单均价值高,174,LANCOME
bd3cee3c,8074.0,积分低等级,26,青年,403,9,中频消费,8074.0,低消费水平,897.1111111111111,单均价值一般,163,CLARINS
bd3e788e,4950.0,积分低等级,47,中年,96,1,低频消费,4950.0,低消费水平,4950.0,单均价值高,96,PORTS
bd3fd3e1,2408.0,积分低等级,43,中年,1074,2,低频消费,2408.0,低消费水平,1204.0,单均价值一般,1074,CANALI柜
bd43b238,1370.0,积分低等级,41,中年,1052,2,低频消费,1470.0,低消费水平,735.0,单均价值一般,1052,香奈儿柜
bd4448c9,3955.0,积分低等级,69,老年,858,3,低频消费,3955.0,低消费水平,1318.3333333333333,单均价值一般,108,PAW IN PAW BABY
bd4a9fec,14135.0,积分中等级,38,青年,328,5,低频消费,17073.5,中等消费水平,3414.7,单均价值一般,101,CHANEL
bd4acf5c,1030.0,积分低等级,22,青年,882,1,低频消费,1030.0,低消费水平,1030.0,单均价值一般,882,施华洛世奇柜
bd4bb186,2477.0,积分低等级,45,中年,993,2,低频消费,2477.0,低消费水平,1238.5,单均价值一般,938,LUNA柜
bd4ec843,69944.0,积分中等级,58,中年,999,10,中频消费,72427.68,中等消费水平,7242.767999999999,单均价值高,78,AUM（女装）
bd529d3d,1000.0,积分低等级,27,青年,1033,5,低频消费,1200.0,低消费水平,240.0,单均价值低,877,科颜氏(Kiehl's)
bd543b3c,5260.0,积分低等级,28,青年,605,8,中频消费,6412.0,低消费水平,801.5,单均价值一般,9,APM
bd556aa7,5496.0,积分低等级,24,青年,327,1,低频消费,5496.0,低消费水平,5496.0,单均价值高,327,N.PAIA
bd580241,6662.0,积分低等级,39,青年,969,6,低频消费,8128.7,低消费水平,1354.7833333333333,单均价值一般,38,EK
bd589d12,1296.0,积分低等级,30,青年,380,1,低频消费,1296.0,低消费水平,1296.0,单均价值一般,380,PANDORA柜
bd5a33c3,25363.0,积分中等级,35,青年,905,17,中频消费,25363.0,中等消费水平,1491.9411764705883,单均价值一般,8,BOBBI BROWN
bd5ca11a,483.0,积分低等级,47,中年,927,1,低频消费,2416.0,低消费水平,2416.0,单均价值一般,927,六福柜
bd61b531,72.0,积分低等级,29,青年,969,6,低频消费,9833.6,低消费水平,1638.9333333333334,单均价值一般,101,Fancl柜
bd627150,16020.0,积分中等级,60,中年,488,6,低频消费,14438.0,中等消费水平,2406.3333333333335,单均价值一般,248,雅诗兰黛ESTEE LAUDER
bd63f9eb,5390.0,积分低等级,39,青年,1089,3,低频消费,34587.0,中等消费水平,11529.0,单均价值高,865,雅诗兰黛柜
bd660320,8440.0,积分低等级,31,青年,601,11,中频消费,16686.8,中等消费水平,1516.9818181818182,单均价值一般,29,雅诗兰黛ESTEE LAUDER
bd67d676,2208.0,积分低等级,46,中年,948,5,低频消费,9970.2,低消费水平,1994.0400000000002,单均价值一般,517,PANDORA柜
bd684710,320.0,积分低等级,33,青年,887,1,低频消费,320.0,低消费水平,320.0,单均价值低,887,LANCOME
bd6a9937,5833.0,积分低等级,31,青年,168,1,低频消费,29165.0,中等消费水平,29165.0,单均价值高,168,瑞士钟表柜
bd6b2465,1848.0,积分低等级,31,青年,45,1,低频消费,1848.0,低消费水平,1848.0,单均价值一般,45,LAMPO
bd708841,356.0,积分低等级,1,少年,177,1,低频消费,356.0,低消费水平,356.0,单均价值低,177,LaVico
bd716945,623.0,积分低等级,29,青年,544,1,低频消费,623.0,低消费水平,623.0,单均价值一般,544,SHE'S
bd720197,0.0,积分低等级,33,青年,183,1,低频消费,333.2,低消费水平,333.2,单均价值低,183,阿玛尼GIORGIO ARMANI
bd73faa4,1060.0,积分低等级,29,青年,629,1,低频消费,1060.0,低消费水平,1060.0,单均价值一般,629,CHANEL
bd75779d,2800.0,积分低等级,37,青年,95,1,低频消费,2800.0,低消费水平,2800.0,单均价值一般,95,COACH 柜
bd77bad8,2968.0,积分低等级,52,中年,1047,4,低频消费,3243.0,低消费水平,810.75,单均价值一般,1027,植村秀柜
bd788722,760.0,积分低等级,34,青年,998,2,低频消费,760.0,低消费水平,380.0,单均价值低,922,娇兰柜
bd7d044e,18.0,积分低等级,42,中年,12,1,低频消费,18.0,低消费水平,18.0,单均价值低,12,ELLASSAY歌力思
bd7f2138,10515.0,积分中等级,30,青年,232,4,低频消费,24374.0,中等消费水平,6093.5,单均价值高,37,谢瑞麟柜
bd7f821f,53430.0,积分中等级,52,中年,1063,17,中频消费,54080.0,中等消费水平,3181.176470588235,单均价值一般,8,LANCOME
bd80643a,708.0,积分低等级,45,中年,475,2,低频消费,8813.0,低消费水平,4406.5,单均价值高,475,HUGO BOSS柜
bd8196a9,24511.0,积分中等级,48,中年,966,6,低频消费,24511.0,中等消费水平,4085.1666666666665,单均价值高,458,LANCOME
bd824c21,14828.0,积分中等级,47,中年,540,4,低频消费,14828.0,中等消费水平,3707.0,单均价值高,276,MU
bd830829,4294.0,积分低等级,51,中年,116,2,低频消费,4294.0,低消费水平,2147.0,单均价值一般,116,LANCOME
bd838164,1806.0,积分低等级,60,中年,539,1,低频消费,1806.0,低消费水平,1806.0,单均价值一般,539,CANUDILO柜
bd83dc5a,19974.0,积分中等级,61,中年,528,5,低频消费,20174.1,中等消费水平,4034.8199999999997,单均价值高,220,PANDORA柜
bd8b0f23,6306.0,积分低等级,26,青年,1048,5,低频消费,17570.0,中等消费水平,3514.0,单均价值高,290,CLARINS
bd8c563a,13787.06,积分中等级,27,青年,1058,15,中频消费,13887.06,中等消费水平,925.804,单均价值一般,1033,精典泰迪柜
bd909b7e,1750.0,积分低等级,41,中年,361,1,低频消费,1750.0,低消费水平,1750.0,单均价值一般,361,CHANEL
bd940401,988.0,积分低等级,45,中年,654,3,低频消费,19090.0,中等消费水平,6363.333333333333,单均价值高,534,谢瑞麟柜
bd943cac,2650.0,积分低等级,37,青年,522,3,低频消费,2650.0,低消费水平,883.3333333333334,单均价值一般,368,TOP柜
bd94dd0c,15860.0,积分中等级,37,青年,515,5,低频消费,15860.0,中等消费水平,3172.0,单均价值一般,148,阿玛尼GIORGIO ARMANI
bd9ba505,5379.0,积分低等级,48,中年,924,4,低频消费,5379.0,低消费水平,1344.75,单均价值一般,543,LANCOME
bd9bb3e0,9856.0,积分低等级,37,青年,1097,3,低频消费,9856.0,低消费水平,3285.3333333333335,单均价值一般,1065,兰蔻柜
bd9ddf21,1240.0,积分低等级,52,中年,882,1,低频消费,1240.0,低消费水平,1240.0,单均价值一般,882,CHANEL
bda43e3b,9104.0,积分低等级,39,青年,874,7,中频消费,9104.0,低消费水平,1300.5714285714287,单均价值一般,4,OHUI/后
bda5afec,2700.0,积分低等级,41,中年,954,3,低频消费,2700.0,低消费水平,900.0,单均价值一般,610,BOBBI BROWN
bda6d82c,500.0,积分低等级,35,青年,82,1,低频消费,500.0,低消费水平,500.0,单均价值低,82,PAW IN PAW BABY
bdab9c3a,1116.0,积分低等级,45,中年,405,1,低频消费,1116.0,低消费水平,1116.0,单均价值一般,405,ROBERTA DI CA(女鞋)
bdac5b8b,10680.0,积分中等级,53,中年,942,2,低频消费,7000.0,低消费水平,3500.0,单均价值一般,860,雅诗兰黛ESTEE LAUDER
bdb11c1d,8931.0,积分低等级,46,中年,1055,5,低频消费,10265.0,中等消费水平,2053.0,单均价值一般,925,雅诗兰黛ESTEE LAUDER
bdb2fa5a,2198.0,积分低等级,36,青年,3,1,低频消费,2198.0,低消费水平,2198.0,单均价值一般,3,CARBANNIA（卡邦尼）
bdb4a858,10538.0,积分中等级,51,中年,565,4,低频消费,10538.0,中等消费水平,2634.5,单均价值一般,207,Rime
bdb58970,2591.0,积分低等级,37,青年,250,2,低频消费,2591.0,低消费水平,1295.5,单均价值一般,234,TOP柜
bdb61702,2000.0,积分低等级,47,中年,1061,3,低频消费,5033.0,低消费水平,1677.6666666666667,单均价值一般,129,雅诗兰黛ESTEE LAUDER
bdb7fe53,21572.0,积分中等级,51,中年,1081,11,中频消费,21572.0,中等消费水平,1961.090909090909,单均价值一般,564,ELLE男包专柜
bdb825fd,0.0,积分低等级,53,中年,12,1,低频消费,9449.0,低消费水平,9449.0,单均价值高,12,周大福柜
bdb9c179,0.0,积分低等级,45,中年,101,1,低频消费,356.4,低消费水平,356.4,单均价值低,101,ICICLE
bdbaf4d5,7570.0,积分低等级,32,青年,250,3,低频消费,7570.0,低消费水平,2523.3333333333335,单均价值一般,81,Dior
bdbb266e,55978.0,积分中等级,47,中年,969,13,中频消费,57882.4,中等消费水平,4452.492307692308,单均价值高,0,JORYA
bdbcd4aa,595.0,积分低等级,42,中年,954,1,低频消费,695.0,低消费水平,695.0,单均价值一般,954,兰蔻(LANCOME)
bdbd8be3,7540.0,积分低等级,32,青年,403,5,低频消费,7540.0,低消费水平,1508.0,单均价值一般,126,Dior
bdbfd959,7075.0,积分低等级,47,中年,1034,23,中频消费,31219.5,中等消费水平,1357.3695652173913,单均价值一般,604,CHANEL
bdc01e3f,1715.0,积分低等级,45,中年,1071,1,低频消费,1715.0,低消费水平,1715.0,单均价值一般,1071,香奈儿柜
bdc0536a,13489.0,积分中等级,47,中年,1062,4,低频消费,13687.0,中等消费水平,3421.75,单均价值一般,928,AS、诺贝达、PIKOLINO
bdc176cd,1190.0,积分低等级,29,青年,457,1,低频消费,1190.0,低消费水平,1190.0,单均价值一般,457,AS 柜
bdc33599,1910.0,积分低等级,34,青年,948,1,低频消费,9550.0,低消费水平,9550.0,单均价值高,948,瑞士钟表柜
bdcae353,37206.0,积分中等级,35,青年,911,21,中频消费,39283.9,中等消费水平,1870.661904761905,单均价值一般,207,PAW IN PAW BABY
bdcf32c4,19561.0,积分中等级,36,青年,1055,14,中频消费,20671.0,中等消费水平,1476.5,单均价值一般,78,PANDORA柜
bdd0c363,20493.0,积分中等级,54,中年,655,7,中频消费,20493.0,中等消费水平,2927.5714285714284,单均价值一般,158,Jurlique
bdd25175,9443.0,积分低等级,31,青年,1098,7,中频消费,9443.0,低消费水平,1349.0,单均价值一般,144,CLARINS
bdd91ab3,7920.0,积分低等级,30,青年,627,4,低频消费,7920.0,低消费水平,1980.0,单均价值一般,384,GUERLAIN
bddb0cee,3469.0,积分低等级,50,中年,877,1,低频消费,3469.0,低消费水平,3469.0,单均价值一般,877,INSUN
bddb1dc7,16265.0,积分中等级,39,青年,1066,6,低频消费,16265.0,中等消费水平,2710.8333333333335,单均价值一般,593,LANCOME
bddf0aae,8290.0,积分低等级,59,中年,603,4,低频消费,9407.0,低消费水平,2351.75,单均价值一般,231,BUOU BUOU
bde3023c,6635.0,积分低等级,59,中年,390,11,中频消费,9462.0,低消费水平,860.1818181818181,单均价值一般,6,soho
bde35ee4,6571.0,积分低等级,49,中年,1049,1,低频消费,6571.0,低消费水平,6571.0,单均价值高,1049,卡尔丹顿(男装)柜
bde47bc7,148972.0,积分高等级,39,青年,662,11,中频消费,169252.87,高消费水平,15386.624545454544,单均价值高,123,迈雅(*)
bde5a885,1360.0,积分低等级,30,青年,952,1,低频消费,1360.0,低消费水平,1360.0,单均价值一般,952,碧欧泉(BIOTHERM)
bdea4825,15600.0,积分中等级,42,中年,920,8,中频消费,22005.9,中等消费水平,2750.7375,单均价值一般,39,COVEN GARDEN
bdeb265f,1241.0,积分低等级,43,中年,383,2,低频消费,3925.0,低消费水平,1962.5,单均价值一般,348,GUERLAIN
bdeb2f38,1750.0,积分低等级,30,青年,1054,2,低频消费,1750.0,低消费水平,875.0,单均价值一般,1054,和音集合店 柜
bded449f,752.0,积分低等级,59,中年,466,1,低频消费,4640.0,低消费水平,4640.0,单均价值高,466,周大福柜
bdf14332,798.0,积分低等级,52,中年,512,1,低频消费,798.0,低消费水平,798.0,单均价值一般,512,K.H.Design
bdf2a75a,2248.0,积分低等级,33,青年,1011,2,低频消费,2248.0,低消费水平,1124.0,单均价值一般,935,欧莱雅柜
bdf5b375,5550.0,积分低等级,32,青年,1071,1,低频消费,5550.0,低消费水平,5550.0,单均价值高,1071,吉弗雷 柜
bdfd0f4b,320.0,积分低等级,40,青年,1055,1,低频消费,320.0,低消费水平,320.0,单均价值低,1055,雅诗兰黛柜
be00c36b,3242.0,积分低等级,49,中年,609,1,低频消费,3242.0,低消费水平,3242.0,单均价值一般,609,Marisfrolg
be031b20,107687.0,积分高等级,38,青年,1034,34,高频消费,154720.0,高消费水平,4550.588235294118,单均价值高,1,Dior
be0a6e85,9186.0,积分低等级,32,青年,1020,4,低频消费,19401.84,中等消费水平,4850.46,单均价值高,1,芝宝/派克
be0abcba,2140.0,积分低等级,32,青年,1076,3,低频消费,2140.0,低消费水平,713.3333333333334,单均价值一般,646,植村秀柜
be0d4bd3,48425.0,积分中等级,52,中年,624,17,中频消费,49672.7,中等消费水平,2921.9235294117643,单均价值一般,38,罗莱柜
be0e0d4a,1078.0,积分低等级,48,中年,38,1,低频消费,1078.2,低消费水平,1078.2,单均价值一般,38,菲安妮女包
be106f8d,5570.0,积分低等级,35,青年,861,2,低频消费,5570.0,低消费水平,2785.0,单均价值一般,272,CLARINS
be10e93c,5320.0,积分低等级,39,青年,1039,2,低频消费,5320.0,低消费水平,2660.0,单均价值一般,998,SK-II
be111099,0.0,积分低等级,42,中年,985,1,低频消费,823.2,低消费水平,823.2,单均价值一般,985,香水 柜
be15aa0d,6142.0,积分低等级,34,青年,10,2,低频消费,6142.0,低消费水平,3071.0,单均价值一般,10,YSL
be16d470,14007.0,积分中等级,45,中年,1013,6,低频消费,14167.0,中等消费水平,2361.1666666666665,单均价值一般,976,香奈儿(CHANEL)
be1b64c1,1611.0,积分低等级,30,青年,38,1,低频消费,1611.0,低消费水平,1611.0,单均价值一般,38,DISSONA
be1d1571,965.0,积分低等级,37,青年,904,1,低频消费,965.0,低消费水平,965.0,单均价值一般,904,CHANEL
be1e5a3a,26848.0,积分中等级,54,中年,1018,6,低频消费,53001.0,中等消费水平,8833.5,单均价值高,10,PORTS
be1fa086,360.0,积分低等级,50,中年,976,3,低频消费,2800.2,低消费水平,933.4,单均价值一般,149,欧舒丹柜
be2189a0,3874.0,积分低等级,28,青年,403,1,低频消费,3873.6,低消费水平,3873.6,单均价值高,403,O'2ND
be2470e3,15943.0,积分中等级,56,中年,974,6,低频消费,15943.0,中等消费水平,2657.1666666666665,单均价值一般,106,VICUTU
be25f08a,16685.0,积分中等级,50,中年,637,2,低频消费,13969.0,中等消费水平,6984.5,单均价值高,259,LUKA DILONG
be26e51f,780.0,积分低等级,53,中年,444,2,低频消费,780.0,低消费水平,390.0,单均价值低,444,CHANEL
be27464c,5732.0,积分低等级,44,中年,378,2,低频消费,5732.0,低消费水平,2866.0,单均价值一般,367,CHANEL
be2810b3,22812.0,积分中等级,52,中年,864,7,中频消费,22912.0,中等消费水平,3273.1428571428573,单均价值一般,417,嘉宝柜
be28ed7e,2879.0,积分低等级,32,青年,1041,3,低频消费,2922.2,低消费水平,974.0666666666666,单均价值一般,467,利快柜
be2b5c06,10313.0,积分中等级,34,青年,931,5,低频消费,29320.0,中等消费水平,5864.0,单均价值高,928,迪奥(Dior)
be2cd8ec,65509.0,积分中等级,51,中年,653,11,中频消费,65509.200000000004,中等消费水平,5955.381818181819,单均价值高,7,赫莲娜(HR)
be30c089,3097.0,积分低等级,54,中年,863,4,低频消费,3097.0,低消费水平,774.25,单均价值一般,725,ENZO
be330ada,4108.0,积分低等级,59,中年,417,1,低频消费,4108.0,低消费水平,4108.0,单均价值高,417,YARLOKS
be345b33,11081.0,积分中等级,31,青年,658,3,低频消费,11381.0,中等消费水平,3793.6666666666665,单均价值高,585,GIVENCHY 柜
be3d29a1,65730.0,积分中等级,38,青年,272,5,低频消费,65730.0,中等消费水平,13146.0,单均价值高,69,CANALI柜
